ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-2009-1,2009,1,Monaco - Monaco,Monaco,Monaco,Monaco,Monaco,"15,5",,Drapeau : SuisseFabian Cancellara,,Drapeau : SuisseFabian Cancellara,
E-2009-2,2009,2,Monaco - Brignoles,Monaco,Monaco,Brignoles,France,187,,Drapeau : Royaume-UniMark Cavendish,,Drapeau : SuisseFabian Cancellara,
E-2009-3,2009,3,Marseille - La Grande-Motte,Marseille,France,La Grande-Motte,France,"196,5",,Drapeau : Royaume-UniMark Cavendish,,Drapeau : SuisseFabian Cancellara,
E-2009-4,2009,4,Montpellier - Montpellier,Montpellier,France,Montpellier,France,39,,Drapeau : KazakhstanAstana,,Drapeau : SuisseFabian Cancellara,
E-2009-5,2009,5,Cap d'Agde - Perpignan,Cap d'Agde,France,Perpignan,France,"196,5",,Drapeau : FranceThomas Voeckler,,Drapeau : SuisseFabian Cancellara,
E-2009-6,2009,6,Gérone (ESP) - Barcelone (ESP),Gérone,Espagne,Barcelone,Espagne,"181,5",,Drapeau : NorvègeThor Hushovd,,Drapeau : SuisseFabian Cancellara,
E-2009-7,2009,7,Barcelone (ESP) - Andorre-Arcalis (AND),Barcelone,Espagne,Arcalis,Andorre,224,,Drapeau : FranceBrice Feillu,,Drapeau : ItalieRinaldo Nocentini,
E-2009-8,2009,8,Andorre-la-Vieille (AND) - Saint-Girons,Andorre-la-Vieille,Andorre,Saint-Girons,France,"176,5",,Drapeau : EspagneLuis León Sánchez,,Drapeau : ItalieRinaldo Nocentini,
E-2009-9,2009,9,Saint-Gaudens - Tarbes,Saint-Gaudens,France,Tarbes,France,"160,5",,Drapeau : FrancePierrick Fédrigo,,Drapeau : ItalieRinaldo Nocentini,
E-2009-10,2009,10,Limoges - Issoudun,Limoges,France,Issoudun,France,"194,5",,Drapeau : Royaume-UniMark Cavendish,,Drapeau : ItalieRinaldo Nocentini,
E-2009-11,2009,11,Vatan - Saint-Fargeau,Vatan,France,Saint-Fargeau,France,192,,Drapeau : Royaume-UniMark Cavendish,,Drapeau : ItalieRinaldo Nocentini,
E-2009-12,2009,12,Tonnerre - Vittel,Tonnerre,France,Vittel,France,211,,Drapeau : DanemarkNicki Sørensen,,Drapeau : ItalieRinaldo Nocentini,
E-2009-13,2009,13,Vittel - Colmar,Vittel,France,Colmar,France,200,,Drapeau : AllemagneHeinrich Haussler,,Drapeau : ItalieRinaldo Nocentini,
E-2009-14,2009,14,Colmar - Besançon,Colmar,France,Besançon,France,199,,Drapeau : RussieSerguei Ivanov,,Drapeau : ItalieRinaldo Nocentini,
E-2009-15,2009,15,Pontarlier - Verbier (SUI),Pontarlier,France,Verbier,Suisse,"207,5",,Drapeau : EspagneAlberto Contador,,Drapeau : EspagneAlberto Contador,
E-2009-16,2009,16,Martigny (SUI) - Bourg-Saint-Maurice,Martigny,Suisse,Bourg-Saint-Maurice,France,159,,Drapeau : FranceSandy Casar[11],,Drapeau : EspagneAlberto Contador,
E-2009-17,2009,17,Bourg-Saint-Maurice - Le Grand-Bornand,Bourg-Saint-Maurice,France,Le Grand-Bornand,France,"169,5",,Drapeau : LuxembourgFränk Schleck,,Drapeau : EspagneAlberto Contador,
E-2009-18,2009,18,Annecy - Annecy,Annecy,France,Annecy,France,"40,5",,Drapeau : EspagneAlberto Contador,,Drapeau : EspagneAlberto Contador,
E-2009-19,2009,19,Bourgoin-Jallieu - Aubenas,Bourgoin-Jallieu,France,Aubenas,France,178,,Drapeau : Royaume-UniMark Cavendish,,Drapeau : EspagneAlberto Contador,
E-2009-20,2009,20,Montélimar - Mont Ventoux,Montélimar,France,Mont Ventoux,France,167,,Drapeau : EspagneJuan Manuel Gárate,,Drapeau : EspagneAlberto Contador,
E-2009-21,2009,21,Montereau - Paris-Champs-Élysées,Montereau,France,Paris-Champs-Élysées,France,164,,Drapeau : Royaume-UniMark Cavendish,,Drapeau : EspagneAlberto Contador,
