ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1919-1,1919,1,Paris – Le Havre,Paris,France,Le Havre,France,388,,Drapeau : BelgiqueJean Rossius,,Drapeau : FranceHenri Pélissier,
E-1919-2,1919,2,Le Havre – Cherbourg,Le Havre,France,Cherbourg,France,364,,Drapeau : FranceHenri Pélissier,,Drapeau : FranceHenri Pélissier,
E-1919-3,1919,3,Cherbourg – Brest,Cherbourg,France,Brest,France,405,,Drapeau : FranceFrancis Pélissier,,Drapeau : FranceHenri Pélissier,
E-1919-4,1919,4,Brest – Les Sables-d'Olonne,Brest,France,Les Sables-d'Olonne,France,412,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-5,1919,5,Les Sables-d'Olonne – Bayonne,Les Sables-d'Olonne,France,Bayonne,France,482,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-6,1919,6,Bayonne – Luchon,Bayonne,France,Luchon,France,326,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-7,1919,7,Luchon – Perpignan,Luchon,France,Perpignan,France,323,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-8,1919,8,Perpignan – Marseille,Perpignan,France,Marseille,France,370,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-9,1919,9,Marseille – Nice,Marseille,France,Nice,France,338,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-10,1919,10,Nice – Grenoble,Nice,France,Grenoble,France,333,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-11,1919,11,Grenoble – Genève,Grenoble,France,Genève,Suisse,325,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-12,1919,12,Genève – Strasbourg,Genève,Suisse,Strasbourg,France,371,,Drapeau : ItalieLuigi Lucotti,,Drapeau : FranceEugène Christophe,
E-1919-13,1919,13,Strasbourg – Metz,Strasbourg,France,Metz,France,315,,Drapeau : ItalieLuigi Lucotti,,Drapeau : FranceEugène Christophe,
E-1919-14,1919,14,Metz – Dunkerque,Metz,France,Dunkerque,France,468,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiqueFirmin Lambot,
E-1919-15,1919,15,Dunkerque – Paris,Dunkerque,France,Paris,France,340,,Drapeau : FranceJean Alavoine,,Drapeau : BelgiqueFirmin Lambot,
