ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-2004-Prologue,2004,Prologue,Liège (BEL) - Liège (BEL),Liège,Belgique,Liège,Belgique,"6,1",(CLM),Drapeau : SuisseFabian Cancellara,,Drapeau : SuisseFabian Cancellara,
E-2004-1,2004,1,Liège (BEL) - Charleroi (BEL),Liège,Belgique,Charleroi,Belgique,202,,Drapeau : EstonieJaan Kirsipuu,,Drapeau : SuisseFabian Cancellara,
E-2004-2,2004,2,Charleroi (BEL) - Namur (BEL),Charleroi,Belgique,Namur,Belgique,197,,Drapeau : AustralieRobbie McEwen,,Drapeau : NorvègeThor Hushovd,
E-2004-3,2004,3,Waterloo (BEL) - Wasquehal,Waterloo,Belgique,Wasquehal,France,210,,Drapeau : FranceJean-Patrick Nazon,,Drapeau : AustralieRobbie McEwen,
E-2004-4,2004,4,Cambrai - Arras,Cambrai,France,Arras,France,64,(CLM par équipes),Drapeau : États-UnisUS Postal,,Drapeau : États-UnisLance Armstrong,
E-2004-5,2004,5,Amiens - Chartres,Amiens,France,Chartres,France,200,,Drapeau : AustralieStuart O'Grady,,Drapeau : FranceThomas Voeckler,
E-2004-6,2004,6,Bonneval - Angers,Bonneval,France,Angers,France,196,,Drapeau : BelgiqueTom Boonen,,Drapeau : FranceThomas Voeckler,
E-2004-7,2004,7,Châteaubriant - Saint-Brieuc,Châteaubriant,France,Saint-Brieuc,France,204,,Drapeau : ItalieFilippo Pozzato,,Drapeau : FranceThomas Voeckler,
E-2004-8,2004,8,Lamballe - Quimper,Lamballe,France,Quimper,France,168,,Drapeau : NorvègeThor Hushovd,,Drapeau : FranceThomas Voeckler,
E-2004-9,2004,9,St-Léonard - Guéret,St-Léonard,France,Guéret,France,160,,Drapeau : AustralieRobbie McEwen,,Drapeau : FranceThomas Voeckler,
E-2004-10,2004,10,Limoges - Saint-Flour,Limoges,France,Saint-Flour,France,237,,Drapeau : FranceRichard Virenque,,Drapeau : FranceThomas Voeckler,
E-2004-11,2004,11,Saint-Flour - Figeac,Saint-Flour,France,Figeac,France,164,,Drapeau : FranceDavid Moncoutié,,Drapeau : FranceThomas Voeckler,
E-2004-12,2004,12,Castelsarrasin - La Mongie,Castelsarrasin,France,"La Mongie, Bagnères-de-Bigorre",France,197, Étape de montagne,Drapeau : ItalieIvan Basso,,Drapeau : FranceThomas Voeckler,
E-2004-13,2004,13,Lannemezan - Plateau de Beille,Lannemezan,France,"Plateau de Beille, Aston",France,205, Étape de montagne,Drapeau : États-UnisLance Armstrong,,Drapeau : FranceThomas Voeckler,
E-2004-14,2004,14,Carcassonne - Nîmes,Carcassonne,France,Nîmes,France,192,,Drapeau : EspagneAitor González,,Drapeau : FranceThomas Voeckler,
E-2004-15,2004,15,Valréas - Villard-de-Lans,Valréas,France,Villard-de-Lans,France,180, Étape de montagne,Drapeau : États-UnisLance Armstrong,,Drapeau : États-UnisLance Armstrong,
E-2004-16,2004,16,Le Bourg-d'Oisans - Alpe d'Huez,Le Bourg-d'Oisans,France,Alpe d'Huez,France,15, Étape de montagne (CLM),Drapeau : États-UnisLance Armstrong,,Drapeau : États-UnisLance Armstrong,
E-2004-17,2004,17,Le Bourg-d'Oisans - Le Grand Bornand,Le Bourg-d'Oisans,France,Le Grand Bornand ,France,204, Étape de montagne,Drapeau : États-UnisLance Armstrong,,Drapeau : États-UnisLance Armstrong,
E-2004-18,2004,18,Annemasse - Lons-le-Saunier,Annemasse,France,Lons-le-Saunier,France,166,,Drapeau : EspagneJuan Miguel Mercado,,Drapeau : États-UnisLance Armstrong,
E-2004-19,2004,19,Besançon - Besançon,Besançon,France,Besançon,France,55,(CLM),Drapeau : États-UnisLance Armstrong,,Drapeau : États-UnisLance Armstrong,
E-2004-20,2004,20,Montereau - Paris,Montereau,France,Paris,France,163,,Drapeau : BelgiqueTom Boonen,,Drapeau : États-UnisLance Armstrong,
