ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1979-Prologue,1979,Prologue,Fleurance,Fleurance,France,Fleurance,France,5,(CLM),Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,,Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,
E-1979-1,1979,1,Fleurance - Luchon,Fleurance,France,Luchon,France,225,,René Bittinger Drapeau de France France,,Jean-René Bernaudeau Drapeau de France France,
E-1979-2,1979,2,Luchon - Superbagnères,Luchon,France,Superbagnères,France,"23,9",(CLM),Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1979-3,1979,3,Luchon - Pau,Luchon,France,Pau,France,"180,5",,Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1979-4,1979,4,Captieux - Bordeaux,Captieux,France,Bordeaux,France,"87,5",(CLM par équipes),TI-Raleigh Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1979-5,1979,5,Neuville-de-Poitou - Angers,Neuville-de-Poitou,France,Angers,France,"145,5",,Jan Raas Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1979-6,1979,6,Angers - Saint-Brieuc,Angers,France,Saint-Brieuc,France,"238,5",,Jos Jacobs Drapeau belge Belgique,,Bernard Hinault Drapeau de France France,
E-1979-7,1979,7,Saint-Hilaire-du-Harcouët - Deauville,Saint-Hilaire-du-Harcouët,France,Deauville,France,"158,2",,Leo van Vliet Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1979-8,1979,8,Deauville - Le Havre,Deauville,France,Le Havre,France,"90,2",(CLM par équipes),TI-Raleigh Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1979-9,1979,9,Amiens - Roubaix,Amiens,France,Roubaix,France,"201,2",,Ludo Delcroix Drapeau belge Belgique,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1979-10,1979,10,Roubaix - Bruxelles (BEL),Roubaix,France,Bruxelles,Belgique,"122,2",,Jo Maas Drapeau : Pays-Bas Pays-Bas,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1979-11,1979,11,Bruxelles (BEL),Bruxelles,Belgique,Bruxelles,Belgique,"33,4",(CLM),Bernard Hinault Drapeau de France France,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1979-12,1979,12,Rochefort (BEL) - Metz,Rochefort,Belgique,Metz,France,193,,Christian Seznec Drapeau de France France,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1979-13,1979,13,Metz - Ballon d'Alsace,Metz,France,Ballon d'Alsace,France,202,,Pierre-Raymond Villemiane Drapeau de France France,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1979-14,1979,14,Belfort - Évian,Belfort,France,Évian,France,"248,2",,Marc Demeyer Drapeau belge Belgique,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1979-15,1979,15,Évian - Morzine-Avoriaz,Évian,France,Morzine-Avoriaz,France,"54,2",(CLM),Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1979-16,1979,16,Morzine - Les Menuires,Morzine,France,Les Menuires,France,"201,3",,Lucien Van Impe Drapeau belge Belgique,,Bernard Hinault Drapeau de France France,
E-1979-17,1979,17,Moûtiers - L'Alpe d'Huez,Moûtiers,France,L'Alpe d'Huez,France,"166,5",,Joaquim Agostinho Portugal Portugal,,Bernard Hinault Drapeau de France France,
E-1979-18,1979,18,L'Alpe d'Huez - L'Alpe d'Huez,L'Alpe d'Huez,France,L'Alpe d'Huez,France,"118,5",,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1979-19,1979,19,Le Bourg-d'Oisans - Saint-Priest,Le Bourg-d'Oisans,France,Saint-Priest,France,162,,Dietrich Thurau Drapeau d'Allemagne Allemagne,,Bernard Hinault Drapeau de France France,
E-1979-20,1979,20,Saint-Priest - Dijon,Saint-Priest,France,Dijon,France,"239,6",,Sergio Parsani Drapeau d'Italie Italie,,Bernard Hinault Drapeau de France France,
E-1979-21,1979,21,Dijon - Dijon,Dijon,France,Dijon,France,"48,8",(CLM),Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1979-22,1979,22,Dijon - Auxerre,Dijon,France,Auxerre,France,189,,Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1979-23,1979,23,Auxerre - Nogent-sur-Marne,Auxerre,France,Nogent-sur-Marne,France,205,,Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1979-24,1979,24,Le Perreux-sur-Marne - Paris,Le Perreux-sur-Marne,France,Paris,France,"180,3",,Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
