ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-2001-Prologue,2001,Prologue,Dunkerque - Dunkerque,Dunkerque,France,Dunkerque,France,"8,2",(CLM),Drapeau : FranceChristophe Moreau,,Drapeau : FranceChristophe Moreau,
E-2001-1,2001,1,Saint-Omer - Boulogne-sur-Mer,Saint-Omer,France,Boulogne-sur-Mer,France,198,,Drapeau : AllemagneErik Zabel,,Drapeau : FranceChristophe Moreau,
E-2001-2,2001,2,Calais - Anvers (BEL),Calais,France,Anvers,Belgique,200,,Drapeau : BelgiqueMarc Wauters,,Drapeau : BelgiqueMarc Wauters,
E-2001-3,2001,3,Anvers (BEL) - Seraing (BEL),Anvers,Belgique,Seraing,Belgique,199,,Drapeau : AllemagneErik Zabel,,Drapeau : AustralieStuart O'Grady,
E-2001-4,2001,4,Huy (BEL) - Verdun,Huy,Belgique,Verdun,France,210,,Drapeau : FranceLaurent Jalabert,,Drapeau : AustralieStuart O'Grady,
E-2001-5,2001,5,Verdun - Bar-le-Duc,Verdun,France,Bar-le-Duc,France,67,(CLM par équipes),Drapeau : FranceCrédit agricole,,Drapeau : AustralieStuart O'Grady,
E-2001-6,2001,6,Commercy - Strasbourg,Commercy,France,Strasbourg,France,220,,Drapeau : EstonieJaan Kirsipuu,,Drapeau : AustralieStuart O'Grady,
E-2001-7,2001,7,Strasbourg - Colmar,Strasbourg,France,Colmar,France,162, Étape de montagne,Drapeau : FranceLaurent Jalabert,,Drapeau : AllemagneJens Voigt,
E-2001-8,2001,8,Colmar - Pontarlier,Colmar,France,Pontarlier,France,220,,Drapeau : Pays-BasErik Dekker,,Drapeau : AustralieStuart O'Grady,
E-2001-9,2001,9,Pontarlier - Aix-les-Bains,Pontarlier,France,Aix-les-Bains,France,185,,Drapeau : RussieSergueï Ivanov,,Drapeau : AustralieStuart O'Grady,
E-2001-10,2001,10,Aix-les-Bains - L'Alpe d'Huez,Aix-les-Bains,France,L'Alpe d'Huez,France,208, Étape de montagne,Drapeau : États-UnisLance Armstrong,,Drapeau : FranceFrançois Simon,
E-2001-11,2001,11,Grenoble - Chamrousse,Grenoble,France,Chamrousse,France,32, Étape de montagne (CLM),Drapeau : États-UnisLance Armstrong,,Drapeau : FranceFrançois Simon,
E-2001-12,2001,12,Perpignan - Ax-les-Thermes,Perpignan,France,Ax-les-Thermes,France,166, Étape de montagne,Drapeau : ColombieFélix Cárdenas,,Drapeau : FranceFrançois Simon,
E-2001-13,2001,13,Foix - Saint-Lary-Soulan,Foix,France,Saint-Lary-Soulan,France,194, Étape de montagne,Drapeau : États-UnisLance Armstrong,,Drapeau : États-UnisLance Armstrong,
E-2001-14,2001,14,Tarbes - Luz-Ardiden,Tarbes,France,Luz-Ardiden,France,144, Étape de montagne,Drapeau : EspagneRoberto Laiseka,,Drapeau : États-UnisLance Armstrong,
E-2001-15,2001,15,Pau - Lavaur,Pau,France,Lavaur,France,226,,Drapeau : BelgiqueRik Verbrugghe,,Drapeau : États-UnisLance Armstrong,
E-2001-16,2001,16,Castelsarrasin - Sarran,Castelsarrasin,France,Sarran,France,224,,Drapeau : AllemagneJens Voigt,,Drapeau : États-UnisLance Armstrong,
E-2001-17,2001,17,Brive-la-Gaillarde - Montluçon,Brive-la-Gaillarde,France,Montluçon,France,200,,Drapeau : BelgiqueSerge Baguet,,Drapeau : États-UnisLance Armstrong,
E-2001-18,2001,18,Montluçon - Saint-Amand-Montrond,Montluçon,France,Saint-Amand-Montrond,France,61,(CLM),Drapeau : États-UnisLance Armstrong,,Drapeau : États-UnisLance Armstrong,
E-2001-19,2001,19,Orléans - Evry,Orléans,France,Evry,France,160,,Drapeau : AllemagneErik Zabel,,Drapeau : États-UnisLance Armstrong,
E-2001-20,2001,20,Corbeil-Essonnes - Paris,Corbeil-Essonnes,France,Paris,France,150,,Drapeau : République tchèqueJán Svorada,,Drapeau : États-UnisLance Armstrong,
