ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1964-1,1964,1,Rennes - Lisieux,Rennes,France,Lisieux,France,215,,Drapeau de Belgique Edward Sels (BEL),,Drapeau de Belgique Edward Sels (BEL),
E-1964-2,1964,2,Lisieux - Amiens,Lisieux,France,Amiens,France,208,,Drapeau de France André Darrigade (FRA),,Drapeau de Belgique Edward Sels (BEL),
E-1964-3a,1964,3a,Amiens - Forest,Amiens,France,Forest,Belgique,"196,5",,Drapeau de Belgique Bernard Van De Kerckhove (BEL),,Drapeau de Belgique Bernard Van De Kerckhove (BEL),
E-1964-3b,1964,3b,Forest - Forest,Forest,Belgique,Forest,Belgique,"21,3",(CLM par équipes),KAS,,Drapeau de Belgique Bernard Van De Kerckhove (BEL),
E-1964-4,1964,4,Forest - Metz,Forest,Belgique,Metz,France,"291,5",,Drapeau d'Allemagne Rudi Altig (GER),,Drapeau de Belgique Bernard Van De Kerckhove (BEL),
E-1964-5,1964,5,Lunéville - Fribourg,Lunéville,France,Fribourg,Suisse,"161,5",,Drapeau de Belgique Willy Derboven (BEL),,Drapeau d'Allemagne Rudi Altig (GER),
E-1964-6,1964,6,Fribourg - Besançon,Fribourg,Suisse,Besançon,France,200,,Drapeau des Pays-Bas Henk Nijdam (NED),,Drapeau d'Allemagne Rudi Altig (GER),
E-1964-7,1964,7,Besançon - Thonon-les-Bains,Besançon,France,Thonon-les-Bains,France,195,,Drapeau des Pays-Bas Jan Janssen (NED),,Drapeau d'Allemagne Rudi Altig (GER),
E-1964-8,1964,8,Thonon-les-Bains - Briançon,Thonon-les-Bains,France,Briançon,France,"248,5",,Drapeau d'Espagne Federico Bahamontes (ESP),,Drapeau de France Georges Groussard (FRA),
E-1964-9,1964,9,Briançon - Monaco,Briançon,France,Monaco,Monaco,239,,Drapeau de France Jacques Anquetil (FRA),,Drapeau de France Georges Groussard (FRA),
E-1964-10a,1964,10a,Monaco - Hyères,Monaco,Monaco,Hyères,France,"187,5",,Drapeau des Pays-Bas Jan Janssen (NED),,Drapeau de France Georges Groussard (FRA),
E-1964-10b,1964,10b,Hyères - Toulon,Hyères,France,Toulon,France,21,(CLM),Drapeau de France Jacques Anquetil (FRA),,Drapeau de France Georges Groussard (FRA),
E-1964-11,1964,11,Toulon - Montpellier,Toulon,France,Montpellier,France,250,,Drapeau de Belgique Edward Sels (BEL),,Drapeau de France Georges Groussard (FRA),
E-1964-12,1964,12,Montpellier - Perpignan,Montpellier,France,Perpignan,France,174,,Drapeau des Pays-Bas Jo de Roo (NED),,Drapeau de France Georges Groussard (FRA),
E-1964-13,1964,13,Perpignan - Andorre,Perpignan,France,Andorre,France,170,,Drapeau d'Espagne Julio Jiménez (ESP),,Drapeau de France Georges Groussard (FRA),
E-1964-14,1964,14,Andorre - Toulouse,Andorre-la-Vieille,Andorre,Toulouse,France,186,,Drapeau de Belgique Edward Sels (BEL),,Drapeau de France Georges Groussard (FRA),
E-1964-15,1964,15,Toulouse - Luchon,Toulouse,France,Luchon,France,203,,Drapeau de France Raymond Poulidor (FRA),,Drapeau de France Georges Groussard (FRA),
E-1964-16,1964,16,Luchon - Pau,Luchon,France,Pau,France,197,,Drapeau d'Espagne Federico Bahamontes (ESP),,Drapeau de France Georges Groussard (FRA),
E-1964-17,1964,17,Peyrehorade - Bayonne,Peyrehorade,France,Bayonne,France,"42,5",(CLM),Drapeau de France Jacques Anquetil (FRA),,Drapeau de France Jacques Anquetil (FRA),
E-1964-18,1964,18,Bayonne - Bordeaux,Bayonne,France,Bordeaux,France,187,,Drapeau de France André Darrigade (FRA),,Drapeau de France Jacques Anquetil (FRA),
E-1964-19,1964,19,Bordeaux - Brive,Bordeaux,France,Brive,France,"215,5",,Drapeau de Belgique Edward Sels (BEL),,Drapeau de France Jacques Anquetil (FRA),
E-1964-20,1964,20,Brive - Puy-de-Dôme,Brive,France,"Puy de Dôme, Orcines",France,"237,5",,Drapeau d'Espagne Julio Jiménez (ESP),,Drapeau de France Jacques Anquetil (FRA),
E-1964-21,1964,21,Clermont-Ferrand - Orléans,Clermont-Ferrand,France,Orléans,France,311,,Drapeau de France Jean Stablinski (FRA),,Drapeau de France Jacques Anquetil (FRA),
E-1964-22a,1964,22a,Orléans - Versailles,Orléans,France,Versailles,France,"118,5",,Drapeau de Belgique Benoni Beheyt (BEL),,Drapeau de France Jacques Anquetil (FRA),
E-1964-22b,1964,22b,Versailles - Paris,Versailles,France,Paris,France,"37,5",(CLM),Drapeau de France Jacques Anquetil (FRA),,Drapeau de France Jacques Anquetil (FRA),
