ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1936-1,1936,1,Paris - Lille,Paris,France,Lille,France,258,,Paul Egli Drapeau de Suisse Suisse,,Paul Egli Drapeau de Suisse Suisse,
E-1936-2,1936,2,Lille - Charleville-Mézières,Lille,France,Charleville-Mézières,France,192,,Robert Wierinckx Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1936-3,1936,3,Charleville-Mézières - Metz,Charleville-Mézières,France,Metz,France,161,,Mathias Clemens Drapeau du Luxembourg Luxembourg,,Arsène Mersch Drapeau du Luxembourg Luxembourg,
E-1936-4,1936,4,Metz - Belfort,Metz,France,Belfort,France,220,,Maurice Archambaud Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1936-5,1936,5,Belfort - Évian,Belfort,France,Évian,France,298,,René Le Grevès Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1936-6,1936,6,Évian - Aix-les-Bains,Évian,France,Aix-les-Bains,France,212,,Éloi Meulenberg Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1936-7,1936,7,Aix-les-Bains - Grenoble,Aix-les-Bains,France,Grenoble,France,230,,Theofiel Middelkamp Drapeau : Pays-Bas Pays-Bas,,Maurice Archambaud Drapeau de France France,
E-1936-8,1936,8,Grenoble - Briançon,Grenoble,France,Briançon,France,194,,Jean-Marie Goasmat Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-9,1936,9,Briançon - Digne-les-Bains,Briançon,France,Digne-les-Bains,France,220,,Léon Level Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-10,1936,10,Digne-les-Bains - Nice,Digne-les-Bains,France,Nice,France,156,,Paul Maye Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-11,1936,11,Nice - Cannes,Nice,France,Cannes,France,126,,Federico Ezquerra Drapeau : Seconde République espagnoleEspagne,,Sylvère Maes Drapeau belge Belgique,
E-1936-12,1936,12,Cannes - Marseille,Cannes,France,Marseille,France,195,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-13a,1936,13a,Marseille - Nîmes,Marseille,France,Nîmes,France,112,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-13b,1936,13b,Nîmes - Montpellier,Nîmes,France,Montpellier,France,52,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-14a,1936,14a,Montpellier - Narbonne,Montpellier,France,Narbonne,France,103,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-14b,1936,14b,Narbonne - Perpignan,Narbonne,France,Perpignan,France,63,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-15,1936,15,Perpignan - Luchon,Perpignan,France,Luchon,France,325,,Sauveur Ducazeaux Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-16,1936,16,Luchon - Pau,Luchon,France,Pau,France,194,,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-17,1936,17,Pau - Bordeaux,Pau,France,Bordeaux,France,229,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-18a,1936,18a,Bordeaux - Saintes,Bordeaux,France,Saintes,France,117,,Éloi Meulenberg Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-18b,1936,18b,Saintes - La Rochelle,Saintes,France,La Rochelle,France,75,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-19a,1936,19a,La Rochelle - La Roche-sur-Yon,La Rochelle,France,La Roche-sur-Yon,France,81,,Marcel Kint Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-19b,1936,19b,La Roche-sur-Yon - Cholet,La Roche-sur-Yon,France,Cholet,France,65,CLM indiv,Félicien Vervaecke Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-19c,1936,19c,Cholet - Angers,Cholet,France,Angers,France,67,,Paul Maye Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-20a,1936,20a,Angers - Vire,Angers,France,Vire,France,204,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-20b,1936,20b,Vire - Caen,Vire,France,Caen,France,55,CLM indiv,Antonin Magne Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-21,1936,21,Caen - Paris,Caen,France,Paris,France,234,,Arsène Mersch Drapeau du Luxembourg Luxembourg,,Sylvère Maes Drapeau belge Belgique,
