ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1954-1,1954,1,Amsterdam (NL) - Brasschaat (BEL),Amsterdam,Pays-Bas,Brasschaat,Belgique,216,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-2,1954,2,Beveren (BEL) - Lille,Beveren,Belgique,Lille,France,227,,Louison Bobet Drapeau de France France,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-3,1954,3,Lille - Rouen,Lille,France,Rouen,France,219,,Marcel Dussault Drapeau de France France,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-4a,1954,4a,Circuit de Rouen-les-Essarts,Rouen,France,Rouen,France,10, (CLM par équipes),Drapeau de Suisse Suisse,,Louison Bobet Drapeau de France France,
E-1954-4b,1954,4b,Rouen - Caen,Rouen,France,Caen,France,131,,Wim van Est Drapeau : Pays-Bas Pays-Bas,,Louison Bobet Drapeau de France France,
E-1954-5,1954,5,Caen - Saint-Brieuc,Caen,France,Saint-Brieuc,France,224,,Ferdi Kübler Drapeau de Suisse Suisse,,Louison Bobet Drapeau de France France,
E-1954-6,1954,6,Saint-Brieuc - Brest,Saint-Brieuc,France,Brest,France,179,,Dominique Forlini Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-7,1954,7,Brest - Vannes,Brest,France,Vannes,France,211,,Jacques Vivier Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-8,1954,8,Vannes - Angers,Vannes,France,Angers,France,190,,Alfred De Bruyne Drapeau belge Belgique,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-9,1954,9,Angers - Bordeaux,Angers,France,Bordeaux,France,343,,Henk Faanhof Drapeau : Pays-Bas Pays-Bas,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-10,1954,10,Bordeaux - Bayonne,Bordeaux,France,Bayonne,France,202,,Gilbert Bauvin Drapeau de France France,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-11,1954,11,Bayonne - Pau,Bayonne,France,Pau,France,241,,Stan Ockers Drapeau belge Belgique,,Wout Wagtmans Drapeau : Pays-Bas Pays-Bas,
E-1954-12,1954,12,Pau - Luchon,Pau,France,Luchon,France,161,,Gilbert Bauvin Drapeau de France France,,Gilbert Bauvin Drapeau de France France,
E-1954-13,1954,13,Luchon - Toulouse,Luchon,France,Toulouse,France,203,,Alfred De Bruyne Drapeau belge Belgique,,Gilbert Bauvin Drapeau de France France,
E-1954-14,1954,14,Toulouse - Millau,Toulouse,France,Millau,France,225,,Ferdi Kübler Drapeau de Suisse Suisse,,Louison Bobet Drapeau de France France,
E-1954-15,1954,15,Millau - Le Puy-en-Velay,Millau,France,Le Puy-en-Velay,France,197,,Dominique Forlini Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-16,1954,16,Le Puy-en-Velay - Lyon,Le Puy-en-Velay,France,Lyon,France,194,,Jean Forestier Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-17,1954,17,Lyon - Grenoble,Lyon,France,Grenoble,France,192,,Lucien Lazaridès Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-18,1954,18,Grenoble - Briançon,Grenoble,France,Briançon,France,216,,Louison Bobet Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-19,1954,19,Briançon - Aix-les-Bains,Briançon,France,Aix-les-Bains,France,221,,Jean Dotto Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-20,1954,20,Aix-les-Bains - Besançon,Aix-les-Bains,France,Besançon,France,243,,Lucien Teisseire Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-21a,1954,21a,Besançon - Épinal,Besançon,France,Épinal,France,134,,François Mahé Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-21b,1954,21b,Épinal - Nancy,Épinal,France,Nancy,France,72, (CLM),Louison Bobet Drapeau de France France,,Louison Bobet Drapeau de France France,
E-1954-22,1954,22,Nancy - Troyes,Nancy,France,Troyes,France,216,,Alfred De Bruyne Drapeau belge Belgique,,Louison Bobet Drapeau de France France,
E-1954-23,1954,23,Troyes - Paris,Troyes,France,Paris,France,188,,Robert Varnajo Drapeau de France France,,Louison Bobet Drapeau de France France,
