ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1909-1,1909,1,Paris – Roubaix,Paris,France,Roubaix,France,272,,Drapeau : BelgiqueCyrille Van Hauwaert,,Drapeau : BelgiqueCyrille Van Hauwaert,
E-1909-2,1909,2,Roubaix – Metz,Roubaix,France,Metz,Empire allemand,398,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-3,1909,3,Metz – Belfort,Metz,Empire allemand,Belfort,France,259,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-4,1909,4,Belfort – Lyon,Belfort,France,Lyon,France,309,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-5,1909,5,Lyon – Grenoble,Lyon,France,Grenoble,France,311,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-6,1909,6,Grenoble – Nice,Grenoble,France,Nice,France,345,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-7,1909,7,Nice – Nîmes,Nice,France,Nîmes,France,345,,Drapeau : FranceErnest Paul,,Drapeau : LuxembourgFrançois Faber,
E-1909-8,1909,8,Nîmes – Toulouse,Nîmes,France,Toulouse,France,303,,Drapeau : FranceJean Alavoine,,Drapeau : LuxembourgFrançois Faber,
E-1909-9,1909,9,Toulouse – Bayonne,Toulouse,France,Bayonne,France,299,,Drapeau : FranceConstant Ménager,,Drapeau : LuxembourgFrançois Faber,
E-1909-10,1909,10,Bayonne – Bordeaux,Bayonne,France,Bordeaux,France,269,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-11,1909,11,Bordeaux – Nantes,Bordeaux,France,Nantes,France,391,,Drapeau : FranceLouis Trousselier,,Drapeau : LuxembourgFrançois Faber,
E-1909-12,1909,12,Nantes – Brest,Nantes,France,Brest,France,321,,Drapeau : FranceGustave Garrigou,,Drapeau : LuxembourgFrançois Faber,
E-1909-13,1909,13,Brest – Caen,Brest,France,Caen,France,415,,Drapeau : FrancePaul Duboc,,Drapeau : LuxembourgFrançois Faber,
E-1909-14,1909,14,Caen – Paris,Caen,France,Paris,France,251,,Drapeau : FranceJean Alavoine,,Drapeau : LuxembourgFrançois Faber,
