ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1931-1,1931,1,Paris - Caen,Paris,France,Caen,France,208,,Alfred Hamerlinck Drapeau belge Belgique,,Alfred Hamerlinck Drapeau belge Belgique,
E-1931-2,1931,2,Caen - Dinan,Caen,France,Dinan,France,212,,Max Bulla Drapeau d'Autriche Autriche,,Max Bulla Drapeau d'Autriche Autriche,
E-1931-3,1931,3,Dinan - Brest,Dinan,France,Brest,France,206,,Fabio Battesini Drapeau : ItalieItalie,,Léon Le Calvez Drapeau de France France,
E-1931-4,1931,4,Brest - Vannes,Brest,France,Vannes,France,211,,André Godinat Drapeau de France France,,Raffaele Di Paco Drapeau : ItalieItalie,
E-1931-5,1931,5,Vannes - Les Sables-d'Olonne,Vannes,France,Les Sables-d'Olonne,France,202,,Charles Pélissier Drapeau de France France,,Charles Pélissier Drapeau de France France,
E-1931-6,1931,6,Les Sables-d'Olonne - Bordeaux,Les Sables-d'Olonne,France,Bordeaux,France,338,,Alfred Hamerlinck Drapeau belge Belgique,,Raffaele Di Paco Drapeau : ItalieItalie,
E-1931-7,1931,7,Bordeaux - Bayonne,Bordeaux,France,Bayonne,France,180,,Gérard Loncke Drapeau belge Belgique,,Raffaele Di Paco Drapeau : ItalieItalie,
E-1931-8,1931,8,Bayonne - Pau,Bayonne,France,Pau,France,106,,Charles Pélissier Drapeau de France France,,Charles Pélissier Drapeau de France France,
E-1931-9,1931,9,Pau - Luchon,Pau,France,Luchon,France,231,,Antonin Magne Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1931-10,1931,10,Luchon - Perpignan,Luchon,France,Perpignan,France,322,,Raffaele Di Paco Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1931-11,1931,11,Perpignan - Montpellier,Perpignan,France,Montpellier,France,164,,Raffaele Di Paco Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1931-12,1931,12,Montpellier - Marseille,Montpellier,France,Marseille,France,207,,Max Bulla Drapeau d'Autriche Autriche,,Antonin Magne Drapeau de France France,
E-1931-13,1931,13,Marseille - Cannes,Marseille,France,Cannes,France,181,,Charles Pélissier Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1931-14,1931,14,Cannes - Nice,Cannes,France,Nice,France,132,,Eugenio Gestri Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1931-15,1931,15,Nice - Gap,Nice,France,Gap,France,233,,Jef Demuysere Drapeau belge Belgique,,Antonin Magne Drapeau de France France,
E-1931-16,1931,16,Gap - Grenoble,Gap,France,Grenoble,France,102,,Charles Pélissier Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1931-17,1931,17,Grenoble - Aix-les-Bains,Grenoble,France,Aix-les-Bains,France,230,,Max Bulla Drapeau d'Autriche Autriche,,Antonin Magne Drapeau de France France,
E-1931-18,1931,18,Aix-les-Bains - Évian,Aix-les-Bains,France,Évian,France,204,,Jef Demuysere Drapeau belge Belgique,,Antonin Magne Drapeau de France France,
E-1931-19,1931,19,Évian - Belfort,Évian,France,Belfort,France,282,,Raffaele Di Paco Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1931-20,1931,20,Belfort - Colmar,Belfort,France,Colmar,France,209,,André Leducq Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1931-21,1931,21,Colmar - Metz,Colmar,France,Metz,France,192,,Raffaele Di Paco Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1931-22,1931,22,Metz - Charleville-Mézières,Metz,France,Charleville,France,159,,Raffaele Di Paco Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1931-23,1931,23,Charleville-Mézières - Malo-les-Bains,Charleville,France,Malo-les-Bains,France,271,,Gaston Rebry Drapeau belge Belgique,,Antonin Magne Drapeau de France France,
E-1931-24,1931,24,Malo-les-Bains - Paris,Malo-les-Bains,France,Paris,France,313,,Charles Pélissier Drapeau de France France,,Antonin Magne Drapeau de France France,
