ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1939-1,1939,1,Paris - Caen,Paris,France,Caen,France,215,,Amédée Fournier Drapeau de France France,,Amédée Fournier Drapeau de France France,
E-1939-2a,1939,2a,Caen - Vire,Caen,France,Vire,France,63,CLM indiv,Romain Maes Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1939-2b,1939,2b,Vire - Rennes,Vire,France,Rennes,France,120,,Éloi Tassin Drapeau de France France,,Jean Fontenay Drapeau de France France,
E-1939-3,1939,3,Rennes - Brest,Rennes,France,Brest,France,244,,Pierre Cloarec Drapeau de France France,,Jean Fontenay Drapeau de France France,
E-1939-4,1939,4,Brest - Lorient,Brest,France,Lorient,France,174,,Raymond Louviot Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-5,1939,5,Lorient - Nantes,Lorient,France,Nantes,France,207,,Amédée Fournier Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-6a,1939,6a,Nantes - La Rochelle,Nantes,France,La Rochelle,France,144,,Lucien Storme Drapeau belge Belgique,,René Vietto Drapeau de France France,
E-1939-6b,1939,6b,La Rochelle - Royan,La Rochelle,France,Royan,France,107,,Edmond Pagès Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-7,1939,7,Royan - Bordeaux,Royan,France,Bordeaux,France,198,,Raymond Passat Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-8a,1939,8a,Bordeaux - Salies-de-Béarn,Bordeaux,France,Salies-de-Béarn,France,210,,Marcel Kint Drapeau belge Belgique,,René Vietto Drapeau de France France,
E-1939-8b,1939,8b,Salies-de-Béarn - Pau,Salies-de-Béarn,France,Pau,France,69,CLM indiv,Karl Litschi Drapeau de Suisse Suisse,,René Vietto Drapeau de France France,
E-1939-9,1939,9,Pau - Toulouse,Pau,France,Toulouse,France,311,,Edward Vissers Drapeau belge Belgique,,René Vietto Drapeau de France France,
E-1939-10a,1939,10a,Toulouse - Narbonne,Toulouse,France,Narbonne,France,148,,Pierre Jaminet Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-10b,1939,10b,Narbonne - Béziers,Narbonne,France,Béziers,France,27,CLM indiv,Maurice Archambaud Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-10c,1939,10c,Béziers - Montpellier,Béziers,France,Montpellier,France,71,,Maurice Archambaud Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-11,1939,11,Montpellier - Marseille,Montpellier,France,Marseille,France,212,,Fabien Galateau Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-12c,1939,12c,Marseille - Saint-Raphaël,Marseille,France,Saint-Raphaël,France,157,,François Neuens Drapeau du Luxembourg Luxembourg,,René Vietto Drapeau de France France,
E-1939-12b,1939,12b,Saint-Raphaël - Monaco,Saint-Raphaël,France,Monaco,Monaco,121,,Maurice Archambaud Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-13,1939,13,Monaco - Monaco,Monaco,Monaco,Monaco,Monaco,102,,Pierre Gallien Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-14,1939,14,Monaco - Digne-les-Bains,Monaco,Monaco,Digne-les-Bains,France,175,,Pierre Cloarec Drapeau de France France,,René Vietto Drapeau de France France,
E-1939-15,1939,15,Digne-les-Bains - Briançon,Digne-les-Bains,France,Briançon,France,219,,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1939-16a,1939,16a,Briançon - Bonneval-sur-Arc,Briançon,France,Bonneval-sur-Arc,France,126,,Pierre Jaminet Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1939-16b,1939,16b,Bonneval-sur-Arc - Bourg-Saint-Maurice,Bonneval-sur-Arc,France,Bourg-Saint-Maurice,France,64,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1939-16c,1939,16c,Bourg-Saint-Maurice - Annecy,Bourg-Saint-Maurice,France,Annecy,France,104,,Antoon van Schendel Drapeau : Pays-Bas Pays-Bas,,Sylvère Maes Drapeau belge Belgique,
E-1939-17a,1939,17a,Annecy - Dole,Annecy,France,Dole,France,226,,François Neuens Drapeau du Luxembourg Luxembourg,,Sylvère Maes Drapeau belge Belgique,
E-1939-17b,1939,17b,Dole - Dijon,Dole,France,Dijon,France,59,CLM indiv,Maurice Archambaud Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1939-18a,1939,18a,Dijon - Troyes,Dijon,France,Troyes,France,151,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1939-18b,1939,18b,Troyes - Paris,Troyes,France,Paris,France,201,,Marcel Kint Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
