ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1978-Prologue,1978,Prologue,Leiden (NED),Leiden,Pays-Bas,Leiden,Pays-bas,"5,2",(CLM),Jan Raas Drapeau : Pays-Bas Pays-Bas,,Jan Raas Drapeau : Pays-Bas Pays-Bas,
E-1978-1a,1978,1a,Leiden (NED) - Sint Willebrord (NED),Leiden,Pays-Bas,Sint Willebrord,Pays-bas,135,,Jan Raas Drapeau : Pays-Bas Pays-Bas,,Jan Raas Drapeau : Pays-Bas Pays-Bas,
E-1978-1b,1978,1b,Sint Willebrord (NED) - Bruxelles (BEL),Sint Willebrord,Pays-Bas,Bruxelles,Belgique,100,,Walter Planckaert Drapeau belge Belgique,,Jan Raas Drapeau : Pays-Bas Pays-Bas,
E-1978-2,1978,2,Bruxelles (BEL) - Saint-Amand-les-Eaux,Bruxelles,Belgique,Saint-Amand-les-Eaux,France,299,,Jacques Esclassan Drapeau de France France,,Jan Raas Drapeau : Pays-Bas Pays-Bas,
E-1978-3,1978,3,Saint-Amand-les-Eaux - Saint-Germain-en-Laye,Saint-Amand-les-Eaux,France,Saint-Germain-en-Laye,France,"243,5",,Klaus-Peter Thaler Drapeau d'Allemagne Allemagne,,Jacques Bossis Drapeau de France France,
E-1978-4,1978,4,Évreux - Caen,Évreux,France,Caen,France,153,(CLM par équipes),TI-Raleigh Drapeau : Pays-Bas Pays-Bas,,Klaus-Peter Thaler Drapeau d'Allemagne Allemagne,
E-1978-5,1978,5,Caen - Mazé-Montgeoffroy,Caen,France,Mazé-Montgeoffroy,France,244,,Freddy Maertens Drapeau belge Belgique,,Klaus-Peter Thaler Drapeau d'Allemagne Allemagne,
E-1978-6,1978,6,Mazé-Montgeoffroy - Poitiers,Mazé-Montgeoffroy,France,Poitiers,France,162,,Seán Kelly Drapeau d'Irlande Irlande,,Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,
E-1978-7,1978,7,Poitiers - Bordeaux,Poitiers,France,Bordeaux,France,242,,Freddy Maertens Drapeau belge Belgique,,Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,
E-1978-8,1978,8,Saint-Émilion - Sainte-Foy-la-Grande,Saint-Émilion,France,Sainte-Foy-la-Grande,France,"59,3",(CLM),Bernard Hinault Drapeau de France France,,Joseph Bruyère Drapeau belge Belgique,
E-1978-9,1978,9,Bordeaux - Biarritz,Bordeaux,France,Biarritz,France,233,,Miguel María Lasa Drapeau : EspagneEspagne,,Joseph Bruyère Drapeau belge Belgique,
E-1978-10,1978,10,Biarritz - Pau,Biarritz,France,Pau,France,"191,5",,Henk Lubberding Drapeau : Pays-Bas Pays-Bas,,Joseph Bruyère Drapeau belge Belgique,
E-1978-11,1978,11,Pau - Saint-Lary-Soulan,Pau,France,Saint-Lary-Soulan,France,161,,Mariano Martínez Drapeau de France France,,Joseph Bruyère Drapeau belge Belgique,
E-1978-12a,1978,12a,Tarbes - Valence-d'Agen,Tarbes,France,Valence-d'Agen,France,158,,Etape annulée (grève des coureurs),,Joseph Bruyère Drapeau belge Belgique,
E-1978-12b,1978,12b,Valence-d'Agen - Toulouse,Valence-d'Agen,France,Toulouse,France,96,,Jacques Esclassan Drapeau de France France,,Joseph Bruyère Drapeau belge Belgique,
E-1978-13,1978,13,Figeac - Super Besse,Figeac,France,Super Besse,France,"221,5",,Paul Wellens Drapeau belge Belgique,,Joseph Bruyère Drapeau belge Belgique,
E-1978-14,1978,14,Besse-en-Chandesse - Puy de Dôme,Besse-en-Chandesse,France,Puy de Dôme,France,"52,5",(CLM),Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,,Joseph Bruyère Drapeau belge Belgique,
E-1978-15,1978,15,Saint-Dier-d'Auvergne - Saint-Étienne,Saint-Dier-d'Auvergne,France,Saint-Étienne,France,196,,Bernard Hinault Drapeau de France France,,Joseph Bruyère Drapeau belge Belgique,
E-1978-16,1978,16,Saint-Étienne - L'Alpe d'Huez,Saint-Étienne,France,L'Alpe d'Huez,France,"240,5",,Hennie Kuiper Drapeau : Pays-Bas Pays-Bas,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1978-17,1978,17,Grenoble - Morzine,Grenoble,France,Morzine,France,225,,Christian Seznec Drapeau de France France,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1978-18,1978,18,Morzine - Lausanne (SUI),Morzine,France,Lausanne,Suisse,"137,5",,Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1978-19,1978,19,Lausanne (SUI) - Belfort,Lausanne,Suisse,Belfort,France,"181,5",,Marc Demeyer Drapeau belge Belgique,,Joop Zoetemelk Drapeau : Pays-Bas Pays-Bas,
E-1978-20,1978,20,Metz - Nancy,Metz,France,Nancy,France,72,(CLM),Bernard Hinault Drapeau de France France,,Bernard Hinault Drapeau de France France,
E-1978-21,1978,21,Épernay - Senlis,Épernay,France,Senlis,France,"207,5",,Jan Raas Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
E-1978-22,1978,22,Saint-Germain-en-Laye - Paris,Saint-Germain-en-Laye,France,Paris,France,"161,5",,Gerrie Knetemann Drapeau : Pays-Bas Pays-Bas,,Bernard Hinault Drapeau de France France,
