ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Ville arrivée,Pays Arrivée,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1925-1,1925,1,Paris - Le Havre,Paris,France,Le Havre,France,340,,Ottavio Bottecchia Drapeau : ItalieItalie,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-2,1925,2,Le Havre - Cherbourg,Le Havre,France,Cherbourg,France,371,,Romain Bellenger Drapeau de France France,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-3,1925,3,Cherbourg - Brest,Cherbourg,France,Brest,France,405,,Louis Mottiat Drapeau belge Belgique,,Adelin Benoît Drapeau belge Belgique,
E-1925-4,1925,4,Brest - Vannes,Brest,France,Vannes,France,208,,Nicolas Frantz Drapeau du Luxembourg Luxembourg,,Adelin Benoît Drapeau belge Belgique,
E-1925-5,1925,5,Vannes - Les Sables-d'Olonne,Vannes,France,Les Sables-d'Olonne,France,204,,Nicolas Frantz Drapeau du Luxembourg Luxembourg,,Adelin Benoît Drapeau belge Belgique,
E-1925-6,1925,6,Les Sables-d'Olonne - Bordeaux,Les Sables-d'Olonne,France,Bordeaux,France,293,,Ottavio Bottecchia Drapeau : ItalieItalie,,Adelin Benoît Drapeau belge Belgique,
E-1925-7,1925,7,Bordeaux - Bayonne,Bordeaux,France,Bayonne,France,189,,Ottavio Bottecchia Drapeau : ItalieItalie,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-8,1925,8,Bayonne - Luchon,Bayonne,France,Luchon,France,326,,Adelin Benoît Drapeau belge Belgique,,Adelin Benoît Drapeau belge Belgique,
E-1925-9,1925,9,Luchon - Perpignan,Luchon,France,Perpignan,France,323,,Nicolas Frantz Drapeau du Luxembourg Luxembourg,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-10,1925,10,Perpignan - Nîmes,Perpignan,France,Nîmes,France,215,,Théophile Beeckman Drapeau belge Belgique,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-11,1925,11,Nîmes - Toulon,Nîmes,France,Toulon,France,215,,Lucien Buysse Drapeau belge Belgique,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-12,1925,12,Toulon - Nice,Toulon,France,Nice,France,280,,Lucien Buysse Drapeau belge Belgique,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-13,1925,13,Nice - Briançon,Nice,France,Briançon,France,275,,Bartolomeo Aimo Drapeau : ItalieItalie,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-14,1925,14,Briançon - Évian,Briançon,France,Évian,France,303,,Hector Martin Drapeau belge Belgique,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-15,1925,15,Évian - Mulhouse,Évian,France,Mulhouse,France,373,,Nicolas Frantz Drapeau du Luxembourg Luxembourg,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-16,1925,16,Mulhouse - Metz,Mulhouse,France,Metz,France,334,,Hector Martin Drapeau belge Belgique,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-17,1925,17,Metz - Dunkerque,Metz,France,Dunkerque,France,433,,Hector Martin Drapeau belge Belgique,,Ottavio Bottecchia Drapeau : ItalieItalie,
E-1925-18,1925,18,Dunkerque - Paris,Dunkerque,France,Paris,France,343,,Ottavio Bottecchia Drapeau : ItalieItalie,,Ottavio Bottecchia Drapeau : ItalieItalie,
