ID,new ID,Année,Num étape officiel,Num étape id,Nom étape,Ville départ,Pays départ,coordonnées départ,Ville arrivée,Pays Arrivée,Coordonnées Arrivée,km
E-1978-3,E-1978-4,1978,3,4,Saint-Amand-les-Eaux - Saint-Germain-en-Laye,Saint-Amand-les-Eaux,France,"50.448979,3.428713",Saint-Germain-en-Laye,France,"48.898908,2.093761",243.5
E-1978-4,E-1978-5,1978,4,5,Évreux - Caen,Évreux,France,"49.027013,1.151361",Caen,France,"49.182863,-0.370679",153
E-1978-5,E-1978-6,1978,5,6,Caen - Mazé-Montgeoffroy,Caen,France,"49.182863,-0.370679",Mazé-Montgeoffroy,France,"47.468481,-0.277046",244
E-1978-6,E-1978-7,1978,6,7,Mazé-Montgeoffroy - Poitiers,Mazé-Montgeoffroy,France,"47.468481,-0.277046",Poitiers,France,"46.580224,0.340375",162
E-1978-7,E-1978-8,1978,7,8,Poitiers - Bordeaux,Poitiers,France,"46.580224,0.340375",Bordeaux,France,"44.837789,-0.57918",242
E-1978-8,E-1978-9,1978,8,9,Saint-Émilion - Sainte-Foy-la-Grande,Saint-Émilion,France,"44.894387,-0.155729",Sainte-Foy-la-Grande,France,"44.841805,0.215006",59.3
E-1978-9,E-1978-10,1978,9,10,Bordeaux - Biarritz,Bordeaux,France,"44.837789,-0.57918",Biarritz,France,"43.483152,-1.558626",233
E-1978-10,E-1978-11,1978,10,11,Biarritz - Pau,Biarritz,France,"43.483152,-1.558626",Pau,France,"43.2951,-0.370797",191.5
E-1978-11,E-1978-12,1978,11,12,Pau - Saint-Lary-Soulan,Pau,France,"43.2951,-0.370797","Pla d'Adet, Saint-Lary-Soulan",France,"42.812512,0.295192",161
E-1978-12a,E-1978-13,1978,12a,13,Tarbes - Valence-d'Agen,Tarbes,France,"43.232951,0.078082",Valence-d'Agen,France,"44.108057,0.890241",158
E-1978-12b,E-1978-14,1978,12b,14,Valence-d'Agen - Toulouse,Valence-d'Agen,France,"44.108057,0.890241",Toulouse,France,"43.604652,1.444209",96
E-1978-13,E-1978-15,1978,13,15,Figeac - Super Besse,Figeac,France,"44.608288,2.032871",Super Besse,France,"45.508022,2.861518",221.5
E-1978-14,E-1978-16,1978,14,16,Besse-en-Chandesse - Puy de Dôme,Besse-en-Chandesse,France,"45.510908,2.933859",Puy de Dôme,France,"45.77207,2.96974",52.5
E-1978-15,E-1978-17,1978,15,17,Saint-Dier-d'Auvergne - Saint-Étienne,Saint-Dier-d'Auvergne,France,"45.675563,3.482832",Saint-Étienne,France,"45.439695,4.387178",196
E-1978-16,E-1978-18,1978,16,18,Saint-Étienne - L’Alpe d’Huez,Saint-Étienne,France,"45.439695,4.387178",L’Alpe d’Huez,France,"45.092624,6.068348",240.5
E-1978-17,E-1978-19,1978,17,19,Grenoble - Morzine,Grenoble,France,"45.188529,5.724524",Morzine,France,"46.179192,6.708877",225
E-1978-18,E-1978-20,1978,18,20,Morzine - Lausanne (Sui.),Morzine,France,"46.179192,6.708877",Lausanne,Suisse,"46.519962,6.633597",137.5
E-1978-19,E-1978-21,1978,19,21,Lausanne (Sui.) - Belfort,Lausanne,Suisse,"46.519962,6.633597",Belfort,France,"47.639674,6.863849",181.5
E-1978-20,E-1978-22,1978,20,22,Metz - Nancy,Metz,France,"49.119666,6.176905",Nancy,France,"48.692054,6.184417",72
E-1978-21,E-1978-23,1978,21,23,Épernay - Senlis,Épernay,France,"49.043411,3.956242",Senlis,France,"49.205164,2.583212",207.5
E-1978-22,E-1978-24,1978,22,24,Saint-Germain-en-Laye - Paris,Saint-Germain-en-Laye,France,"48.898908,2.093761",Paris,France,"48.856614,2.352222",161.5
E-1990-Prologue,E-1990-0,1990,Prologue,0,Futuroscope,"Futuroscope, Poitiers",France,"46.66680,0.36762","Futuroscope, Poitiers",France,"46.66680,0.36762",6.3
E-1990-1,E-1990-1,1990,1,1,Futuroscope - Futuroscope,"Futuroscope, Poitiers",France,"
46.66680,0.36762","Futuroscope, Poitiers",France,"
46.66680,0.36762",138.5
E-1990-2,E-1990-2,1990,2,2,Futuroscope,"Futuroscope, Poitiers",France,"46.66680,0.36762","Futuroscope, Poitiers",France,"46.66680,0.36762",44.5
E-1990-3,E-1990-3,1990,3,3,Poitiers - Nantes,Poitiers,France,"46.580224,0.340375",Nantes,France,"47.218371,-1.553621",233
E-1990-4,E-1990-4,1990,4,4,Nantes - Mont Saint-Michel,Nantes,France,"47.218371,-1.553621",Mont Saint-Michel,France,"48.636063,-1.511457",203
E-1990-5,E-1990-5,1990,5,5,Avranches - Rouen,Avranches,France,"48.686843,-1.36166",Rouen,France,"49.443232,1.099971",301
E-1990-6,E-1990-6,1990,6,6,Sarrebourg - Vittel,Sarrebourg,France,"48.732663,7.052587",Vittel,France,"48.202541,5.943496",202.5
E-1990-7,E-1990-7,1990,7,7,Vittel - Épinal,Vittel,France,"48.202541,5.943496",Épinal,France,"48.172402,6.449403",61.5
E-1990-8,E-1990-8,1990,8,8,Épinal - Besançon,Épinal,France,"48.172402,6.449403",Besançon,France,"47.237829,6.024054",181.5
E-1990-9,E-1990-9,1990,9,9,Besançon - Genève  ,Besançon,France,"47.237829,6.024054",Genève,Suisse,"46.198392,6.142296",196
E-1990-10,E-1990-10,1990,10,10,Genève - Saint-Gervais-Mont Blanc  ,Genève,Suisse,"46.198392,6.142296",Saint-Gervais,France,"45.892013,6.712187",118.5
E-1990-11,E-1990-11,1990,11,11,Saint-Gervais - L’Alpe d’Huez  ,Saint-Gervais,France,"45.892013,6.712187",L’Alpe d’Huez,France,"45.092624,6.068348",182.5
E-1990-12,E-1990-12,1990,12,12,Fontaine - Villard-de-Lans  ,Fontaine,France,"45.19275,5.68821",Villard-de-Lans,France,"45.070641,5.55227",33.5
E-1990-13,E-1990-13,1990,13,13,Villard-de-Lans - Saint-Étienne  ,Villard-de-Lans,France,"45.070641,5.55227",Saint-Étienne,France,"45.439695,4.387178",149
E-1990-14,E-1990-14,1990,14,14,Le Puy-en-Velay - Millau-Causse Noir  ,Le Puy-en-Velay,France,"45.042768,3.882936",Millau,France,"44.100575,3.077801",205
E-1990-15,E-1990-15,1990,15,15,Millau - Revel  Étape de montagne,Millau,France,"44.100575,3.077801",Revel,France,"43.458611,2.004573",170
E-1990-16,E-1990-16,1990,16,16,Blagnac - Luz-Ardiden  ,Blagnac,France,"43.635087,1.39703",Luz-Ardiden,France,"42.885105,-0.061335",215
E-1990-17,E-1990-17,1990,17,17,Lourdes - Pau  ,Lourdes,France,"43.091463,-0.045726",Pau,France,"43.2951,-0.370797",150
E-1990-18,E-1990-18,1990,18,18,Pau - Bordeaux,Pau,France,"43.2951,-0.370797",Bordeaux,France,"44.837789,-0.57918",202
E-1990-19,E-1990-19,1990,19,19,Castillon-la-Bataille - Limoges,Castillon-la-Bataille,France,"44.852067,-0.043008",Limoges,France,"45.833619,1.261105",177
E-1990-20,E-1990-20,1990,20,20,Lac de Vassivière,Lac de Vassivière,France,"45.791652,1.87608",Lac de Vassivière,France,"45.791652,1.87608",45.5
E-1990-21,E-1990-21,1990,21,21,Brétigny-sur-Orge - Paris,Brétigny-sur-Orge,France,"48.611486,2.30604",Paris,France,"48.856614,2.352222",182.5
E-1965-1a,E-1965-1,1965,1a,1,Cologne (All.) - Liège (Bel.),Cologne,Allemagne,"50.937531,6.960279",Liège,Belgique,"50.632557,5.579666",149
E-1965-1b,E-1965-2,1965,1b,2,Liège - Liège,Liège,Belgique,"50.632557,5.579666",Liège,Belgique,"50.632557,5.579666",22.5
E-1965-2,E-1965-3,1965,2,3,Liège - Roubaix,Liège,Belgique,"50.632557,5.579666",Roubaix,France,"50.692705,3.177847",200.5
E-1965-3,E-1965-4,1965,3,4,Roubaix - Rouen,Roubaix,France,"50.692705,3.177847",Rouen,France,"49.443232,1.099971",240
E-1965-4,E-1965-5,1965,4,5,Caen - Saint-Brieuc,Caen,France,"49.182863,-0.370679",Saint-Brieuc,France,"48.51418,-2.765835",227
E-1965-5a,E-1965-6,1965,5a,6,Saint-Brieuc - Châteaulin,Saint-Brieuc,France,"48.51418,-2.765835",Châteaulin,France,"48.195389,-4.094207",147
E-1965-5b,E-1965-7,1965,5b,7,Châteaulin - Châteaulin,Châteaulin,France,"48.195389,-4.094207",Châteaulin,France,"48.195389,-4.094207",26.5
E-1965-6,E-1965-8,1965,6,8,Quimper - La Baule,Quimper,France,"47.997542,-4.097899",La Baule,France,"47.285448,-2.393236",210.5
E-1965-7,E-1965-9,1965,7,9,La Baule - La Rochelle,La Baule,France,"47.285448,-2.393236",La Rochelle,France,"46.160329,-1.151139",219
E-1965-8,E-1965-10,1965,8,10,La Rochelle - Bordeaux,La Rochelle,France,"46.160329,-1.151139",Bordeaux,France,"44.837789,-0.57918",197.5
E-1965-9,E-1965-11,1965,9,11,Dax - Bagnères-de-Bigorre,Dax,France,"43.708608,-1.051945",Bagnères-de-Bigorre,France,"43.065093,0.149105",226.5
E-1965-10,E-1965-12,1965,10,12,Bagnères-de-Bigorre - Ax-les-Thermes,Bagnères-de-Bigorre,France,"43.065093,0.149105",Ax-les-Thermes,France,"42.720254,1.837545",222.5
E-1965-11,E-1965-13,1965,11,13,Ax-les-Thermes - Barcelone,Ax-les-Thermes,France,"42.720254,1.837545",Barcelone,Espagne,"41.385064,2.173404",240.5
E-1965-12,E-1965-14,1965,12,14,Barcelone - Perpignan,Barcelone,Espagne,"41.385064,2.173404",Perpignan,France,"42.698684,2.895872",219
E-1965-13,E-1965-15,1965,13,15,Perpignan - Montpellier,Perpignan,France,"42.698684,2.895872",Montpellier,France,"43.610769,3.876716",164
E-1965-14,E-1965-16,1965,14,16,Montpellier - Mont Ventoux,Montpellier,France,"43.610769,3.876716",Mont Ventoux,France,"44.173925,5.283795",173
E-1965-15,E-1965-17,1965,15,17,Carpentras - Gap,Carpentras,France,"44.055564,5.048722",Gap,France,"44.559638,6.079758",167.5
E-1965-16,E-1965-18,1965,16,18,Gap - Briançon,Gap,France,"44.559638,6.079758",Briançon,France,"44.899416,6.643179",177
E-1965-17,E-1965-19,1965,17,19,Briançon - Aix-les-Bains,Briançon,France,"44.899416,6.643179",Aix-les-Bains,France,"45.692341,5.908998",193.5
E-1965-18,E-1965-20,1965,18,20,Aix-les-Bains - Le Revard,Aix-les-Bains,France,"45.692341,5.908998",Le Revard,France,"45.666493,5.97784",27
E-1965-19,E-1965-21,1965,19,21,Aix-les-Bains - Lyon,Aix-les-Bains,France,"45.692341,5.908998",Lyon,France,"45.764043,4.835659",165
E-1965-20,E-1965-22,1965,20,22,Lyon - Auxerre,Lyon,France,"45.764043,4.835659",Auxerre,France,"47.798202,3.573781",298.5
E-1965-21,E-1965-23,1965,21,23,Auxerre - Versailles,Auxerre,France,"47.798202,3.573781",Versailles,France,"48.801408,2.130122",225.5
E-1965-22,E-1965-24,1965,22,24,Versailles - Paris,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",38
E-2013-1,E-2013-1,2013,1,1,Porto-Vecchio - Bastia,Porto-Vecchio,France,"41.591369,9.278311",Bastia,France,"42.697283,9.450881",212
E-2013-2,E-2013-2,2013,2,2,Bastia - Ajaccio,Bastia,France,"42.697283,9.450881",Ajaccio,France,"41.919229,8.738635",154
E-2013-3,E-2013-3,2013,3,3,Ajaccio - Calvi,Ajaccio,France,"41.919229,8.738635",Calvi,France,"42.567651,8.757222",145
E-2013-4,E-2013-4,2013,4,4,Nice - Nice,Nice,France,"43.696036,7.265592",Nice,France,"43.696036,7.265592",25
E-2013-5,E-2013-5,2013,5,5,Cagnes-sur-Mer - Marseille,Cagnes-sur-Mer,France,"43.663739,7.14882",Marseille,France,"43.296482,5.36978",219
E-2013-6,E-2013-6,2013,6,6,Aix-en-Provence - Montpellier,Aix-en-Provence,France,"43.529742,5.447427",Montpellier,France,"43.610769,3.876716",176
E-2013-7,E-2013-7,2013,7,7,Montpellier - Albi,Montpellier,France,"43.610769,3.876716",Albi,France,"43.926896,2.146343",205
E-2013-8,E-2013-8,2013,8,8,Castres - Ax 3 Domaines,Castres,France,"43.606214,2.241295",Ax 3 Domaines,France,"42.699657,1.81283",194
E-2013-9,E-2013-9,2013,9,9,Saint-Girons - Bagnères-de-Bigorre,Saint-Girons,France,"42.982876,1.146088",Bagnères-de-Bigorre,France,"43.065093,0.149105",165
E-2013-10,E-2013-10,2013,10,10,Saint-Gildas-des-Bois - Saint-Malo,Saint-Gildas-des-Bois,France,"47.517319,-2.037288",Saint-Malo,France,"48.649337,-2.025674",193
E-2013-11,E-2013-11,2013,11,11,Avranches - Mont-Saint-Michel,Avranches,France,"48.686843,-1.36166",Mont-Saint-Michel,France,"48.636063,-1.511457",33
E-2013-12,E-2013-12,2013,12,12,Fougères - Tours,Fougères,France,"48.351561,-1.204626",Tours,France,"47.394144,0.68484",218
E-2013-13,E-2013-13,2013,13,13,Tours - Saint-Amand-Montrond,Tours,France,"47.394144,0.68484",Saint-Amand-Montrond,France,"46.725486,2.505604",173
E-2013-14,E-2013-14,2013,14,14,Saint-Pourçain-sur-Sioule - Lyon,Saint-Pourçain-sur-Sioule,France,"46.307204,3.288997",Lyon,France,"45.764043,4.835659",191
E-2013-15,E-2013-15,2013,15,15,Givors - Mont Ventoux,Givors,France,"45.58329,4.772829",Mont Ventoux,France,"44.173925,5.283795",242
E-2013-16,E-2013-16,2013,16,16,Vaison-la-Romaine - Gap,Vaison-la-Romaine,France,"44.240968,5.075198",Gap,France,"44.559638,6.079758",168
E-2013-17,E-2013-17,2013,17,17,Embrun - Chorges,Embrun,France,"44.564164,6.495865",Chorges,France,"44.545716,6.275548",32
E-2013-18,E-2013-18,2013,18,18,Gap - L’Alpe d’Huez,Gap,France,"44.559638,6.079758",L’Alpe d’Huez,France,"45.092624,6.068348",168
E-2013-19,E-2013-19,2013,19,19,Bourg-d'Oisans - Le Grand-Bornand,Le Bourg-d'Oisans,France,"45.051951,6.030064",Le Grand-Bornand,France,"45.942027,6.426699",204
E-2013-20,E-2013-20,2013,20,20,Annecy - Annecy - Semnoz,Annecy,France,"45.899247,6.129384",Semnoz,France,"45.797222,6.104722",125
E-2013-21,E-2013-21,2013,21,21,Versailles - Paris Champs-Élysées,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",118
E-2012-Prologue,E-2012-0,2012,Prologue,0,Liège (Bel.) - Liège (Bel.),Liège,Belgique,"50.632557,5.579666",Liège,Belgique,"50.632557,5.579666",6.4
E-2012-1,E-2012-1,2012,1,1,Liège (Bel.) - Seraing (Bel.),Liège,Belgique,"50.632557,5.579666",Seraing,Belgique,"50.583333,5.5",198
E-2012-2,E-2012-2,2012,2,2,Visé (Bel.) - Tournai (Bel.),Visé,Belgique,"50.73716,5.69904",Tournai,Belgique,"50.605606,3.388037",207.5
E-2012-3,E-2012-3,2012,3,3,Orchies - Boulogne-sur-Mer,Orchies,France,"50.4745,3.2428",Boulogne-sur-Mer,France,"50.725231,1.613334",197
E-2012-4,E-2012-4,2012,4,4,Abbeville - Rouen,Abbeville,France,"50.105467,1.836833",Rouen,France,"49.443232,1.099971",214.5
E-2012-5,E-2012-5,2012,5,5,Rouen - Saint-Quentin,Rouen,France,"49.443232,1.099971",Saint-Quentin,France,"49.847066,3.2874",196.5
E-2012-6,E-2012-6,2012,6,6,Épernay - Metz,Épernay,France,"49.043411,3.956242",Metz,France,"49.119666,6.176905",205
E-2012-7,E-2012-7,2012,7,7,Tomblaine - Planche des Belles Filles,Tomblaine,France,"48.683482,6.221307",Planche des Belles Filles,France,"47.767158,6.774211",199
E-2012-8,E-2012-8,2012,8,8,Belfort - Porrentruy (Sui.),Belfort,France,"47.639674,6.863849",Porrentruy,Suisse,"47.417394,7.075288",157.5
E-2012-9,E-2012-9,2012,9,9,Arc-et-Senans - Besançon,Arc-et-Senans,France,"47.032958,5.781165",Besançon,France,"47.237829,6.024054",41.5
E-2012-10,E-2012-10,2012,10,10,Mâcon - Bellegarde-sur-Valserine,Mâcon,France,"46.306884,4.828731",Bellegarde-sur-Valserine,France,"46.107599,5.826179",194.5
E-2012-11,E-2012-11,2012,11,11,Albertville - Fontcouverte-la-Toussuire-Les Sybelles,Albertville,France,"45.675535,6.392726","Les Sybelles, Fontcouverte-la-Toussuire",France,"45.254656,6.263248",148
E-2012-12,E-2012-12,2012,12,12,Saint-Jean-de-Maurienne - Annonay-Davézieux,Saint-Jean-de-Maurienne,France,"45.275403,6.344886",Davézieux ,France,"45.256666,4.702261",226
E-2012-13,E-2012-13,2012,13,13,Saint-Paul-Trois-Châteaux - Le Cap d'Agde,Saint-Paul-Trois-Châteaux,France,"44.348678,4.768295",Le Cap d'Agde,France,"43.280739,3.505399",217
E-2012-14,E-2012-14,2012,14,14,Limoux - Foix,Limoux,France,"43.053289,2.218142",Foix,France,"42.964127,1.605232",191
E-2012-15,E-2012-15,2012,15,15,Samatan - Pau,Samatan,France,"43.491933,0.930806",Pau,France,"43.2951,-0.370797",158.5
E-2012-16,E-2012-16,2012,16,16,Pau - Bagnères-de-Luchon,Pau,France,"43.2951,-0.370797",Bagnères-de-Luchon,France,"42.788963,0.592943",197
E-2012-17,E-2012-17,2012,17,17,Bagnères-de-Luchon - Peyragudes,Bagnères-de-Luchon,France,"42.788963,0.592943",Peyragudes,France,"42.794448,0.443112",143.5
E-2012-18,E-2012-18,2012,18,18,Blagnac - Brive-la-Gaillarde,Blagnac,France,"43.635087,1.39703",Brive-la-Gaillarde,France,"45.159555,1.533937",222.5
E-2012-19,E-2012-19,2012,19,19,Bonneval - Chartres,Bonneval-sur-Arc,France,"48.181453,1.385289",Chartres,France,"48.443854,1.489012",53.5
E-2012-20,E-2012-20,2012,20,20,Rambouillet - Paris Champs-Élysées,Rambouillet,France,"48.643868,1.829079",Paris,France,"48.856614,2.352222",120
E-2010-Prologue,E-2010-0,2010,Prologue,0,Rotterdam (P.-B.) - Rotterdam (P.-B.),Rotterdam,Pays-Bas,"51.924216,4.481776",Rotterdam,Pays-Bas,"51.924216,4.481776",8.9
E-2010-1,E-2010-1,2010,1,1,Rotterdam (P.-B.) - Bruxelles (Bel.),Rotterdam,Pays-Bas,"51.924216,4.481776",Bruxelles,Belgique,"50.85034,4.35171",223.5
E-2010-2,E-2010-2,2010,2,2,Bruxelles (Bel.) - Spa (Bel.),Bruxelles,Belgique,"50.85034,4.35171",Spa,Belgique,"50.49243,5.86432",201
E-2010-3,E-2010-3,2010,3,3,Wanze (Bel.) - Arenberg-Porte du Hainaut,Wanze,Belgique,"50.534466,5.21413",Arenberg,France,"50.378854,3.422829",213
E-2010-4,E-2010-4,2010,4,4,Cambrai - Reims,Cambrai,France,"50.173538,3.236633",Reims,France,"49.258329,4.031696",153.5
E-2010-5,E-2010-5,2010,5,5,Épernay - Montargis,Épernay,France,"49.043411,3.956242",Montargis,France,"47.99729,2.736291",187.5
E-2010-6,E-2010-6,2010,6,6,Montargis - Gueugnon,Montargis,France,"47.99729,2.736291",Gueugnon,France,"46.601313,4.064993",227.5
E-2010-7,E-2010-7,2010,7,7,Tournus - Station des Rousses,Tournus,France,"46.561816,4.911953",Les Rousses,France,"46.48434,6.061806",165.5
E-2010-8,E-2010-8,2010,8,8,Station des Rousses - Morzine-Avoriaz,Les Rousses,France,"46.48434,6.061806",Morzine-Avoriaz,France,"46.189683,6.776343",189
E-2010-9,E-2010-9,2010,9,9,Morzine-Avoriaz - Saint-Jean-de-Maurienne,Avoriaz,France,"46.189683,6.776343",Saint-Jean-de-Maurienne,France,"45.275403,6.344886",204.5
E-2010-10,E-2010-10,2010,10,10,Chambéry - Gap,Chambéry,France,"45.564601,5.917781",Gap,France,"44.559638,6.079758",179
E-2010-11,E-2010-11,2010,11,11,Sisteron - Bourg-lès-Valence,Sisteron,France,"44.194713,5.943191",Bourg-lès-Valence,France,"44.947037,4.894633",184.5
E-2010-12,E-2010-12,2010,12,12,Bourg-de-Péage - Mende,Bourg-de-Péage,France,"45.040419,5.050948",Mende,France,"44.517611,3.501873",210.5
E-2010-13,E-2010-13,2010,13,13,Rodez - Revel,Rodez,France,"44.349389,2.575986",Revel,France,"43.458611,2.004573",196
E-2010-14,E-2010-14,2010,14,14,Revel - Ax 3 Domaines,Revel,France,"43.458611,2.004573",Ax 3 Domaines,France,"42.699657,1.81283",184.5
E-2010-15,E-2010-15,2010,15,15,Pamiers - Bagnères-de-Luchon,Pamiers,France,"43.114753,1.607953",Bagnères-de-Luchon,France,"42.788963,0.592943",187.5
E-2010-16,E-2010-16,2010,16,16,Bagnères-de-Luchon - Pau,Bagnères-de-Luchon,France,"42.788963,0.592943",Pau,France,"43.2951,-0.370797",199.5
E-2010-17,E-2010-17,2010,17,17,Pau - Col du Tourmalet,Pau,France,"43.2951,-0.370797",Col du Tourmalet,France,"42.908192,0.145",174
E-2010-18,E-2010-18,2010,18,18,Salies-de-Béarn - Bordeaux,Salies-de-Béarn,France,"43.470556,-0.924854",Bordeaux,France,"44.837789,-0.57918",109.5
E-2010-19,E-2010-19,2010,19,19,Bordeaux - Pauillac,Bordeaux,France,"44.837789,-0.57918",Pauillac,France,"45.199585,-0.746212",52
E-2010-20,E-2010-20,2010,20,20,Longjumeau - Paris-Champs-Élysées,Longjumeau,France,"48.692252,2.305675",Paris,France,"48.856614,2.352222",102.5
E-2009-1,E-2009-1,2009,1,1,Monaco - Monaco,Monaco,Monaco,"43.738418,7.424616",Monaco,Monaco,"43.738418,7.424616",15.5
E-2009-2,E-2009-2,2009,2,2,Monaco - Brignoles,Monaco,Monaco,"43.738418,7.424616",Brignoles,France,"43.40655,6.061187",187
E-2009-3,E-2009-3,2009,3,3,Marseille - La Grande-Motte,Marseille,France,"43.296482,5.36978",La Grande-Motte,France,"43.560704,4.086072",196.5
E-2009-4,E-2009-4,2009,4,4,Montpellier - Montpellier,Montpellier,France,"43.610769,3.876716",Montpellier,France,"43.610769,3.876716",39
E-2009-5,E-2009-5,2009,5,5,Cap d'Agde - Perpignan,Cap d'Agde,France,"43.280739,3.505399",Perpignan,France,"42.698684,2.895872",196.5
E-2009-6,E-2009-6,2009,6,6,Gérone (Esp.) - Barcelone (Esp.),Gérone,Espagne,"41.972208,2.819875",Barcelone,Espagne,"41.385064,2.173404",181.5
E-2009-7,E-2009-7,2009,7,7,Barcelone (Esp.) - Andorre-Arcalis (And.),Barcelone,Espagne,"41.385064,2.173404",Andorre-Arcalis,Andorre,"42.63247,1.49583",224
E-2009-8,E-2009-8,2009,8,8,Andorre-la-Vieille (And.) - Saint-Girons,Andorre-la-Vieille,Andorre,"42.506317,1.521836",Saint-Girons,France,"42.982876,1.146088",176.5
E-2009-9,E-2009-9,2009,9,9,Saint-Gaudens - Tarbes,Saint-Gaudens,France,"43.106895,0.723763",Tarbes,France,"43.232951,0.078082",160.5
E-2009-10,E-2009-10,2009,10,10,Limoges - Issoudun,Limoges,France,"45.833619,1.261105",Issoudun,France,"46.947535,1.988654",194.5
E-2009-11,E-2009-11,2009,11,11,Vatan - Saint-Fargeau,Vatan,France,"47.071754,1.808678",Saint-Fargeau,France,"47.641578,3.070853",192
E-2009-12,E-2009-12,2009,12,12,Tonnerre - Vittel,Tonnerre,France,"47.856724,3.973527",Vittel,France,"48.202541,5.943496",211
E-2009-13,E-2009-13,2009,13,13,Vittel - Colmar,Vittel,France,"48.202541,5.943496",Colmar,France,"48.079359,7.358512",200
E-2009-14,E-2009-14,2009,14,14,Colmar - Besançon,Colmar,France,"48.079359,7.358512",Besançon,France,"47.237829,6.024054",199
E-2009-15,E-2009-15,2009,15,15,Pontarlier - Verbier (Sui.),Pontarlier,France,"46.904104,6.354242",Verbier,Suisse,"46.096076,7.228875",207.5
E-2009-16,E-2009-16,2009,16,16,Martigny (Sui.) - Bourg-Saint-Maurice,Martigny,Suisse,"46.10097,7.07238",Bourg-Saint-Maurice,France,"45.618598,6.769548",159
E-2009-17,E-2009-17,2009,17,17,Bourg-Saint-Maurice - Le Grand-Bornand,Bourg-Saint-Maurice,France,"45.618598,6.769548",Le Grand-Bornand,France,"45.942027,6.426699",169.5
E-2009-18,E-2009-18,2009,18,18,Annecy - Annecy,Annecy,France,"45.899247,6.129384",Annecy,France,"45.899247,6.129384",40.5
E-2009-19,E-2009-19,2009,19,19,Bourgoin-Jallieu - Aubenas,Bourgoin-Jallieu,France,"45.597108,5.27212",Aubenas,France,"44.620909,4.389863",178
E-2009-20,E-2009-20,2009,20,20,Montélimar - Mont Ventoux,Montélimar,France,"44.556944,4.749496",Mont Ventoux,France,"44.173925,5.283795",167
E-2009-21,E-2009-21,2009,21,21,Montereau - Paris-Champs-Élysées,Montereau,France,"48.384734,2.956193",Paris,France,"48.865784,2.307314",164
E-2008-1,E-2008-1,2008,1,1,Brest - Plumelec,Brest,France,"48.390394,-4.486076",Plumelec,France,"47.837699,-2.639409",197.5
E-2008-2,E-2008-2,2008,2,2,Auray - Saint-Brieuc,Auray,France,"47.666491,-2.983767",Saint-Brieuc,France,"48.51418,-2.765835",164.5
E-2008-3,E-2008-3,2008,3,3,Saint-Malo - Nantes,Saint-Malo,France,"48.649337,-2.025674",Nantes,France,"47.218371,-1.553621",208
E-2008-4,E-2008-4,2008,4,4,Cholet - Cholet,Cholet,France,"47.059407,-0.879787",Cholet,France,"47.059407,-0.879787",29.5
