ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Coordonnées Départs,Longitude départs,Latitude départs,Ville arrivée,Pays Arrivée,Coordonnées arrivées,Longitude arrivées,Latitude arrivées,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1903-1,1903,1,Montgeron - Lyon,Montgeron,France,"2.460453,48.703859",2.460453,48.703859,Lyon,France,"4.835659,45.764043",4.835659,45.764043,467,plaine,Maurice Garin,France,Maurice Garin,France
E-1903-2,1903,2,Lyon - Marseille,Lyon,France,"4.835659,45.764043",4.835659,45.764043,Marseille,France,"5.36978,43.296482",5.36978,43.296482,374,plaine,Hippolyte Aucouturier,France,Maurice Garin,France
E-1903-3,1903,3,Marseille - Toulouse,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,423,plaine,Hippolyte Aucouturier,France,Maurice Garin,France
E-1903-4,1903,4,Toulouse - Bordeaux,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,268,plaine,Charles Laeser,Suisse,Maurice Garin,France
E-1903-5,1903,5,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,425,plaine,Maurice Garin,France,Maurice Garin,France
E-1903-6,1903,6,Nantes - Paris,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Paris,France,"2.352222,48.856614",2.352222,48.856614,471,plaine,Maurice Garin,France,Maurice Garin,France
E-1904-1,1904,1,Montgeron - Lyon,Montgeron,France,"2.460453,48.703859",2.460453,48.703859,Lyon,France,"4.835659,45.764043",4.835659,45.764043,467,plaine,Maurice Garin,France,Maurice Garin,France
E-1904-2,1904,2,Lyon - Marseille,Lyon,France,"4.835659,45.764043",4.835659,45.764043,Marseille,France,"5.36978,43.296482",5.36978,43.296482,374,plaine,Hippolyte Aucouturier,France,Maurice Garin,France
E-1904-3,1904,3,Marseille - Toulouse,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,424,plaine,Hippolyte Aucouturier,France,Maurice Garin,France
E-1904-4,1904,4,Toulouse - Bordeaux,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,268,plaine,Lucien Pothier,France,Maurice Garin,France
E-1904-5,1904,5,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,425,plaine,Hippolyte Aucouturier,France,Maurice Garin,France
E-1904-6,1904,6,Nantes - Paris,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Paris,France,"2.352222,48.856614",2.352222,48.856614,471,plaine,Hippolyte Aucouturier,France,Maurice Garin,France
E-1905-1,1905,1,Paris - Nancy,Paris,France,"2.352222,48.856614",2.352222,48.856614,Nancy,France,"6.184417,48.692054",6.184417,48.692054,340,plaine,Louis Trousselier,France,Louis Trousselier,France
E-1905-10,1905,10,Rennes - Caen,Rennes,France,"-1.675708,48.113475",-1.675708,48.113475,Besançon,France,"6.024054,47.237829",6.024054,47.237829,348,plaine,Hippolyte Aucouturier,France,Louis Trousselier,France
E-1905-11,1905,11,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,192,plaine,Louis Trousselier,France,Louis Trousselier,France
E-1905-2,1905,2,Nancy - Besançon,Nancy,France,"6.184417,48.692054",6.184417,48.692054,Toulon,France,"5.928,43.124228",5.928,43.124228,307,plaine,Jean-Baptiste Dortignacq,France,Louis Trousselier,France
E-1905-3,1905,3,Besançon - Grenoble,Besançon,France,"6.024054,47.237829",6.024054,47.237829,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,268,plaine,Louis Trousselier,France,Louis Trousselier,France
E-1905-4,1905,4,Grenoble - Toulon,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,257,plaine,Hippolyte Aucouturier,France,Louis Trousselier,France
E-1905-5,1905,5,Toulon - Nîmes,Toulon,France,"5.928,43.124228",5.928,43.124228,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,263,plaine,Louis Trousselier,France,Louis Trousselier,France
E-1905-6,1905,6,Nîmes - Toulouse,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,167,plaine,Jean-Baptiste Dortignacq,France,Louis Trousselier,France
E-1905-7,1905,7,Toulouse - Bordeaux,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Rennes,France,"-1.675708,48.113475",-1.675708,48.113475,253,plaine,Jean-Baptiste Dortignacq,France,Louis Trousselier,France
E-1905-8,1905,8,Bordeaux - La Rochelle,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,299,montagne,Hippolyte Aucouturier,France,René Pottier,France
E-1905-9,1905,9,La Rochelle - Rennes,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Paris,France,"2.352222,48.856614",2.352222,48.856614,327,plaine,Louis Trousselier,France,Louis Trousselier,France
E-1906-1,1906,1,Paris - Lille,Paris,France,"2.352222,48.856614",2.352222,48.856614,Lille,France,"3.057256,50.62925",3.057256,50.62925,275,plaine,Émile Georget,France,Émile Georget,France
E-1906-10,1906,10,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Nancy,France,"6.184417,48.692054",6.184417,48.692054,292,plaine,Georges Passerieu,France,René Pottier,France
E-1906-11,1906,11,Nantes - Brest,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Dijon,France,"5.04148,47.322047",5.04148,47.322047,480,montagne,Louis Trousselier,France,René Pottier,France
E-1906-12,1906,12,Brest - Caen,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,300,plaine,Jean-Baptiste Dortignacq,France,René Pottier,France
E-1906-13,1906,13,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Nice,France,"7.265592,43.696036",7.265592,43.696036,338,plaine,Louis Trousselier,France,René Pottier,France
E-1906-2,1906,2,Douai - Nancy,Douai,France,"3.080602,50.367874",3.080602,50.367874,Marseille,France,"5.36978,43.296482",5.36978,43.296482,391,plaine,Louis Trousselier,France,René Pottier,France
E-1906-3,1906,3,Nancy - Dijon,Nancy,France,"6.184417,48.692054",6.184417,48.692054,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,321,plaine,Louis Trousselier,France,René Pottier,France
E-1906-4,1906,4,Dijon - Grenoble,Dijon,France,"5.04148,47.322047",5.04148,47.322047,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,415,plaine,Georges Passerieu,France,René Pottier,France
E-1906-5,1906,5,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,259,plaine,René Pottier,France,René Pottier,France
E-1906-6,1906,6,Nice - Marseille,Nice,France,"7.265592,43.696036",7.265592,43.696036,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,400,plaine,René Pottier,France,René Pottier,France
E-1906-7,1906,7,Marseille - Toulouse,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,416,montagne,René Pottier,France,René Pottier,France
E-1906-8,1906,8,Toulouse - Bayonne,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,311,plaine,René Pottier,France,René Pottier,France
E-1906-9,1906,9,Bayonne - Bordeaux,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Paris,France,"2.352222,48.856614",2.352222,48.856614,345,montagne,René Pottier,France,René Pottier,France
E-1907-1,1907,1,Paris - Roubaix,Paris,France,"2.352222,48.856614",2.352222,48.856614,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,272,plaine,Louis Trousselier,France,Drapeau : FranceLouis Trousselier,
E-1907-10,1907,10,Bayonne - Bordeaux,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Metz,France,"6.176905,49.119666",6.176905,49.119666,345,plaine,Émile Georget,France,Émile Georget,France
E-1907-11,1907,11,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Belfort,France,"6.863849,47.639674",6.863849,47.639674,303,montagne,Émile Georget,France,Émile Georget,France
E-1907-12,1907,12,Nantes - Brest,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Lyon,France,"4.835659,45.764043",4.835659,45.764043,299,plaine,Lucien Petit-Breton,France,Émile Georget,France
E-1907-13,1907,13,Brest - Caen,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,269,plaine,Gustave Garrigou,France,Lucien Petit-Breton,France
E-1907-14,1907,14,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Nice,France,"7.265592,43.696036",7.265592,43.696036,391,plaine,Lucien Petit-Breton,France,Lucien Petit-Breton,France
E-1907-2,1907,2,Roubaix - Metz,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,321,plaine,Gustave Garrigou,France,Lucien Petit-Breton,France
E-1907-3,1907,3,Metz - Belfort,Metz,France,"6.176905,49.119666",6.176905,49.119666,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,415,plaine,Émile Georget,France,Lucien Petit-Breton,France
E-1907-4,1907,4,Belfort - Lyon,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,251,plaine,Georges Passerieu,France,Lucien Petit-Breton,France
E-1907-5,1907,5,Lyon - Grenoble,Lyon,France,"4.835659,45.764043",4.835659,45.764043,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,398,plaine,Émile Georget || Louis Trousselier,France,Louis Trousselier,
E-1907-6,1907,6,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,259,montagne,Émile Georget,France,Émile Georget,France
E-1907-7,1907,7,Nice - Nîmes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,309,montagne,Marcel Cadolle,France,Émile Georget,France
E-1907-8,1907,8,Nîmes - Toulouse,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,311,montagne,Émile Georget,France,Émile Georget,France
E-1907-9,1907,9,Toulouse - Bayonne,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Paris,France,"2.352222,48.856614",2.352222,48.856614,345,montagne,Georges Passerieu,France,Émile Georget,France
E-1908-1,1908,1,Paris - Roubaix,Paris,France,"2.352222,48.856614",2.352222,48.856614,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,272,,Drapeau : FranceGeorges Passerieu,,Drapeau : FranceGeorges Passerieu,
E-1908-10,1908,10,Bayonne - Bordeaux,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Metz,Empire Allemand,"6.176905,49.119666",6.176905,49.119666,345,,Drapeau : FranceLucien Petit-Breton,,Drapeau : FranceLucien Petit-Breton,
E-1908-11,1908,11,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Belfort,France,"6.863849,47.639674",6.863849,47.639674,303,,Drapeau : LuxembourgFrançois Faber,,Drapeau : FranceLucien Petit-Breton,
E-1908-12,1908,12,Nantes - Brest,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Lyon,France,"4.835659,45.764043",4.835659,45.764043,299,,Drapeau : FranceLucien Petit-Breton,,Drapeau : FranceLucien Petit-Breton,
E-1908-13,1908,13,Brest - Caen,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,269,,Drapeau : FranceGeorges Paulmier,,Drapeau : FranceLucien Petit-Breton,
E-1908-14,1908,14,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Nice,France,"7.265592,43.696036",7.265592,43.696036,391,,Drapeau : FranceLucien Petit-Breton,,Drapeau : FranceLucien Petit-Breton,
E-1908-2,1908,2,Roubaix - Metz,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,321,,Drapeau : LuxembourgFrançois Faber,,Drapeau : FranceLucien Petit-Breton,
E-1908-3,1908,3,Metz - Belfort,Metz,Empire Allemand,"6.176905,49.119666",6.176905,49.119666,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,415,,Drapeau : FranceGeorges Passerieu,,Drapeau : FranceLucien Petit-Breton,
E-1908-4,1908,4,Belfort - Lyon,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,251,,Drapeau : FranceLucien Petit-Breton,,Drapeau : FranceLucien Petit-Breton,
E-1908-5,1908,5,Lyon - Grenoble,Lyon,France,"4.835659,45.764043",4.835659,45.764043,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,398,,Drapeau : FranceLucien Petit-Breton,,Drapeau : FranceGeorges Passerieu || Drapeau : FranceLucien Petit-Breton,
E-1908-6,1908,6,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,259,,Drapeau : LuxembourgFrançois Faber,,Drapeau : FranceLucien Petit-Breton,
E-1908-7,1908,7,Nice - Nîmes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,309,,Drapeau : LuxembourgFrançois Faber,,Drapeau : FranceLucien Petit-Breton,
E-1908-8,1908,8,Nîmes - Toulouse,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,311,,Drapeau : FranceGeorges Passerieu,,Drapeau : FranceLucien Petit-Breton,
E-1908-9,1908,9,Toulouse - Bayonne,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Paris,France,"2.352222,48.856614",2.352222,48.856614,345,,Drapeau : FranceJean-Baptiste Dortignacq,,Drapeau : FranceLucien Petit-Breton,
E-1909-1,1909,1,Paris - Roubaix,Paris,France,"2.352222,48.856614",2.352222,48.856614,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,272,,Drapeau : BelgiqueCyrille Van Hauwaert,,Drapeau : BelgiqueCyrille Van Hauwaert,
E-1909-10,1909,10,Bayonne - Bordeaux,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Metz,Empire allemand,"6.176905,49.119666",6.176905,49.119666,345,,Drapeau : FranceErnest Paul,,Drapeau : LuxembourgFrançois Faber,
E-1909-11,1909,11,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Belfort,France,"6.863849,47.639674",6.863849,47.639674,303,,Drapeau : FranceJean Alavoine,,Drapeau : LuxembourgFrançois Faber,
E-1909-12,1909,12,Nantes - Brest,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Lyon,France,"4.835659,45.764043",4.835659,45.764043,299,,Drapeau : FranceConstant Ménager,,Drapeau : LuxembourgFrançois Faber,
E-1909-13,1909,13,Brest - Caen,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,269,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-14,1909,14,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Nice,France,"7.265592,43.696036",7.265592,43.696036,391,,Drapeau : FranceLouis Trousselier,,Drapeau : LuxembourgFrançois Faber,
E-1909-2,1909,2,Roubaix - Metz,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,321,,Drapeau : FranceGustave Garrigou,,Drapeau : LuxembourgFrançois Faber,
E-1909-3,1909,3,Metz - Belfort,Metz,Empire allemand,"6.176905,49.119666",6.176905,49.119666,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,415,,Drapeau : FrancePaul Duboc,,Drapeau : LuxembourgFrançois Faber,
E-1909-4,1909,4,Belfort - Lyon,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,251,,Drapeau : FranceJean Alavoine,,Drapeau : LuxembourgFrançois Faber,
E-1909-5,1909,5,Lyon - Grenoble,Lyon,France,"4.835659,45.764043",4.835659,45.764043,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,398,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-6,1909,6,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,259,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-7,1909,7,Nice - Nîmes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,309,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-8,1909,8,Nîmes - Toulouse,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,311,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1909-9,1909,9,Toulouse - Bayonne,Toulouse,France,"1.444209,43.604652",1.444209,43.604652,Paris,France,"2.352222,48.856614",2.352222,48.856614,345,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1910-1,1910,1,Paris - Roubaix,Paris,France,"2.352222,48.856614",2.352222,48.856614,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,272,,Drapeau : FranceCharles Crupelandt,,Drapeau : FranceCharles Crupelandt,
E-1910-10,1910,10,Luchon - Bayonne,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Metz,Empire allemand,"6.176905,49.119666",6.176905,49.119666,216,,Drapeau : FranceGeorges Paulmier,,Drapeau : LuxembourgFrançois Faber,
E-1910-11,1910,11,Bayonne - Bordeaux,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Belfort,France,"6.863849,47.639674",6.863849,47.639674,289,,Drapeau : FranceOctave Lapize,,Drapeau : LuxembourgFrançois Faber,
E-1910-12,1910,12,Bordeaux - Nantes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Lyon,France,"4.835659,45.764043",4.835659,45.764043,326,,Drapeau : FranceOctave Lapize,,Drapeau : LuxembourgFrançois Faber,
E-1910-13,1910,13,Nantes - Brest,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,326,,Drapeau : FranceErnest Paul,,Drapeau : LuxembourgFrançois Faber,
E-1910-14,1910,14,Brest - Caen,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Nice,France,"7.265592,43.696036",7.265592,43.696036,391,,Drapeau : FranceLouis Trousselier,,Drapeau : LuxembourgFrançois Faber,
E-1910-15,1910,15,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,321,,Drapeau : FranceGustave Garrigou,,Drapeau : FranceOctave Lapize,
E-1910-2,1910,2,Roubaix - Metz,Roubaix,France,"3.177847,50.692705",3.177847,50.692705,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,424,,Drapeau : FranceOctave Lapize,,Drapeau : FranceOctave Lapize,
E-1910-3,1910,3,Metz - Belfort,Metz,Empire allemand,"6.176905,49.119666",6.176905,49.119666,Luchon,France,"0.592943,42.788963",0.592943,42.788963,262,,Drapeau : ItalieErnesto Azzini,,Drapeau : FranceOctave Lapize,
E-1910-4,1910,4,Belfort - Lyon,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,398,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1910-5,1910,5,Lyon - Grenoble,Lyon,France,"4.835659,45.764043",4.835659,45.764043,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,259,,Drapeau : FranceÉmile Georget,,Drapeau : LuxembourgFrançois Faber,
E-1910-6,1910,6,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,309,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1910-7,1910,7,Nice - Nîmes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,311,,Drapeau : FranceOctave Lapize,,Drapeau : LuxembourgFrançois Faber,
E-1910-8,1910,8,Nîmes - Perpignan,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,345,,Drapeau : FranceJulien Maitron,,Drapeau : LuxembourgFrançois Faber,
E-1910-9,1910,9,Perpignan - Luchon,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Paris,France,"2.352222,48.856614",2.352222,48.856614,345,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1911-1,1911,1,Paris - Dunkerque,Paris,France,"2.352222,48.856614",2.352222,48.856614,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,351,,Drapeau : FranceGustave Garrigou,,Drapeau : FranceGustave Garrigou,
E-1911-10,1911,10,Luchon - Bayonne,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Longwy,France,"5.761773,49.519919",5.761773,49.519919,335,,Drapeau : FrancePaul Duboc,,Drapeau : FranceGustave Garrigou,
E-1911-11,1911,11,Bayonne - La Rochelle,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Belfort,France,"6.863849,47.639674",6.863849,47.639674,289,,Drapeau : FrancePaul Duboc,,Drapeau : FranceGustave Garrigou,
E-1911-12,1911,12,La Rochelle - Brest,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Chamonix,France,"6.869433,45.923697",6.869433,45.923697,326,,Drapeau : FranceMaurice Brocco,,Drapeau : FranceGustave Garrigou,
E-1911-13,1911,13,Brest - Cherbourg,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,379,,Drapeau : FrancePaul Duboc,,Drapeau : FranceGustave Garrigou,
E-1911-14,1911,14,Cherbourg - Le Havre,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,470,,Drapeau : FranceMarcel Godivier,,Drapeau : FranceGustave Garrigou,
E-1911-15,1911,15,Le Havre - Paris,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Marseille,France,"5.36978,43.296482",5.36978,43.296482,405,,Drapeau : FranceGustave Garrigou,,Drapeau : FranceGustave Garrigou,
E-1911-2,1911,2,Dunkerque - Longwy,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,361,,Drapeau : FrancePaul Duboc,,Drapeau : FranceGustave Garrigou,
E-1911-3,1911,3,Longwy - Belfort,Longwy,France,"5.761773,49.519919",5.761773,49.519919,Luchon,France,"0.592943,42.788963",0.592943,42.788963,317,,Drapeau : FranceMarcel Godivier,,Drapeau : FranceGustave Garrigou,
E-1911-4,1911,4,Belfort - Chamonix,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,388,,Drapeau : BelgiqueJules Masselis,,Drapeau : BelgiqueJules Masselis,
E-1911-5,1911,5,Chamonix - Grenoble,Chamonix,France,"6.869433,45.923697",6.869433,45.923697,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,331,,Drapeau : LuxembourgFrançois Faber,,Drapeau : LuxembourgFrançois Faber,
E-1911-6,1911,6,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,344,,Drapeau : FranceCharles Crupelandt,,Drapeau : FranceGustave Garrigou,
E-1911-7,1911,7,Nice - Marseille,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,366,,Drapeau : FranceÉmile Georget,,Drapeau : FranceGustave Garrigou,
E-1911-8,1911,8,Marseille - Perpignan,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,348,,Drapeau : LuxembourgFrançois Faber,,Drapeau : FranceGustave Garrigou,
E-1911-9,1911,9,Perpignan - Luchon,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Paris,France,"2.352222,48.856614",2.352222,48.856614,334,,Drapeau : FranceCharles Crupelandt,,Drapeau : FranceGustave Garrigou,
E-1912-1,1912,1,Paris - Dunkerque,Paris,France,"2.352222,48.856614",2.352222,48.856614,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,351,,Drapeau : FranceCharles Crupelandt,,,
E-1912-10,1912,10,Luchon - Bayonne,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Longwy,France,"5.761773,49.519919",5.761773,49.519919,335,,Drapeau : ItalieVincenzo Borgarello,,Drapeau : BelgiqueOdile Defraye || Drapeau : FranceOctave Lapize[2],
E-1912-11,1912,11,Bayonne - La Rochelle,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Belfort,France,"6.863849,47.639674",6.863849,47.639674,289,,Drapeau : BelgiqueOdile Defraye,,Drapeau : BelgiqueOdile Defraye,
E-1912-12,1912,12,La Rochelle - Brest,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Chamonix,France,"6.869433,45.923697",6.869433,45.923697,326,,Drapeau : BelgiqueLouis Mottiat,,Drapeau : BelgiqueOdile Defraye,
E-1912-13,1912,13,Brest - Cherbourg,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,379,,Drapeau : FranceJean Alavoine,,Drapeau : BelgiqueOdile Defraye,
E-1912-14,1912,14,Cherbourg - Le Havre,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,470,,Drapeau : BelgiqueLouis Heusghem,,Drapeau : BelgiqueOdile Defraye,
E-1912-15,1912,15,Le Havre - Paris,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Marseille,France,"5.36978,43.296482",5.36978,43.296482,405,,Drapeau : FranceJean Alavoine,,Drapeau : BelgiqueOdile Defraye,
E-1912-2,1912,2,Dunkerque - Longwy,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,361,,Drapeau : ItalieVincenzo Borgarello,,Drapeau : BelgiqueOdile Defraye,
E-1912-3,1912,3,Longwy - Belfort,Longwy,France,"5.761773,49.519919",5.761773,49.519919,Luchon,France,"0.592943,42.788963",0.592943,42.788963,317,,Drapeau : FranceJean Alavoine,,Drapeau : BelgiqueOdile Defraye,
