ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Coordonnées Départs,Longitude départs,Latitude départs,Ville arrivée,Pays Arrivée,Coordonnées arrivées,Longitude arrivées,Latitude arrivées,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1932-7,1932,7,Perpignan - Montpellier,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Malo-les-Bains,France,"2.398274,51.046636",2.398274,51.046636,233,,André Leducq Drapeau de France France,,André Leducq Drapeau de France France,
E-1932-8,1932,8,Montpellier - Marseille,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,Amiens,France,"2.295753,49.894067",2.295753,49.894067,230,,André Leducq Drapeau de France France,,André Leducq Drapeau de France France,
E-1932-9,1932,9,Marseille - Cannes,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Paris,France,"2.352222,48.856614",2.352222,48.856614,204,,Raffaele Di Paco Drapeau : ItalieItalie,,André Leducq Drapeau de France France,
E-1933-1,1933,1,Paris - Lille,Paris,France,"2.352222,48.856614",2.352222,48.856614,Lille,France,"3.057256,50.62925",3.057256,50.62925,262,,Maurice Archambaud Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1933-10,1933,10,Digne-les-Bains - Nice,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,208,,Georges Speicher Drapeau de France France,,Georges Speicher Drapeau de France France,
E-1933-11,1933,11,Nice - Cannes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Metz,France,"6.176905,49.119666",6.176905,49.119666,91,,Jean Aerts Drapeau belge Belgique,,Georges Speicher Drapeau de France France,
E-1933-12,1933,12,Cannes - Marseille,Cannes,France,"7.017369,43.552847",7.017369,43.552847,Belfort,France,"6.863849,47.639674",6.863849,47.639674,172,,Learco Guerra Drapeau : ItalieItalie,,Georges Speicher Drapeau de France France,
E-1933-13,1933,13,Marseille - Montpellier,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Évian-les-Bains,France,"6.590949,46.401488",6.590949,46.401488,233,,Jean Aerts Drapeau belge Belgique,,Georges Speicher Drapeau de France France,
E-1933-14,1933,14,Montpellier - Perpignan,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,183,,Jean Aerts Drapeau belge Belgique,,Georges Speicher Drapeau de France France,
E-1933-15,1933,15,Perpignan - Ax-les-Thermes,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,266,,Jean Aerts Drapeau belge Belgique,,Georges Speicher Drapeau de France France,
E-1933-16,1933,16,Ax-les-Thermes - Luchon,Ax-les-Thermes,France,"1.837545,42.720254",1.837545,42.720254,Gap,France,"6.079758,44.559638",6.079758,44.559638,169,,René Le Grevès Drapeau de France France,,Georges Speicher Drapeau de France France,
E-1933-17,1933,17,Luchon - Tarbes,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,222,,Learco Guerra Drapeau : ItalieItalie,,Georges Speicher Drapeau de France France,
E-1933-18,1933,18,Tarbes - Pau,Tarbes,France,"0.078082,43.232951",0.078082,43.232951,Nice,France,"7.265592,43.696036",7.265592,43.696036,192,,Learco Guerra Drapeau : ItalieItalie,,Maurice Archambaud Drapeau de France France,
E-1933-19,1933,19,Pau - Bordeaux,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Cannes,France,"7.017369,43.552847",7.017369,43.552847,166,,Alfons Schepers Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1933-2,1933,2,Lille - Charleville-Mézières,Lille,France,"3.057256,50.62925",3.057256,50.62925,Marseille,France,"5.36978,43.296482",5.36978,43.296482,220,,Jean Aerts Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1933-20,1933,20,Bordeaux - La Rochelle,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,293,,Léon Louyet Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1933-21,1933,21,La Rochelle - Rennes,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,207,,Learco Guerra Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1933-22,1933,22,Rennes - Caen,Rennes,France,"-1.675708,48.113475",-1.675708,48.113475,Ax-les-Thermes,France,"1.837545,42.720254",1.837545,42.720254,229,,Learco Guerra Drapeau : ItalieItalie,,Maurice Archambaud Drapeau de France France,
E-1933-23,1933,23,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Luchon,France,"0.592943,42.788963",0.592943,42.788963,102,,Georges Speicher Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1933-3,1933,3,Charleville-Mézières - Metz,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,Tarbes,France,"0.078082,43.232951",0.078082,43.232951,227,,Georges Speicher Drapeau de France France,,Georges Lemaire Drapeau belge Belgique,
E-1933-4,1933,4,Metz - Belfort,Metz,France,"6.176905,49.119666",6.176905,49.119666,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,156,,Fernand Cornez Drapeau de France France,,Georges Lemaire Drapeau belge Belgique,
E-1933-5,1933,5,Belfort - Évian-les-Bains,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,128,,Maurice Archambaud Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1933-6,1933,6,Évian-les-Bains - Aix-les-Bains,Évian-les-Bains,France,"6.590949,46.401488",6.590949,46.401488,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,168,,André Leducq Drapeau de France France,,Georges Speicher Drapeau de France France,
E-1933-7,1933,7,Aix-les-Bains - Grenoble,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,Rennes,France,"-1.675708,48.113475",-1.675708,48.113475,177,,André Leducq Drapeau de France France,,Georges Speicher Drapeau de France France,
E-1933-8,1933,8,Grenoble - Gap,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,158,,Jean Aerts Drapeau belge Belgique,,Georges Speicher Drapeau de France France,
E-1933-9,1933,9,Gap - Digne-les-Bains,Gap,France,"6.079758,44.559638",6.079758,44.559638,Paris,France,"2.352222,48.856614",2.352222,48.856614,165,,Léon Louyet Drapeau belge Belgique,,Georges Speicher Drapeau de France France,
E-1934-1,1934,1,Paris - Lille,Paris,France,"2.352222,48.856614",2.352222,48.856614,Lille,France,"3.057256,50.62925",3.057256,50.62925,262,,Georges Speicher Drapeau de France France,,Georges Speicher Drapeau de France France,
E-1934-10,1934,10,Digne-les-Bains - Nice,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,195,,Roger Lapébie Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-11,1934,11,Nice - Cannes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Metz,France,"6.176905,49.119666",6.176905,49.119666,172,,René Vietto Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-12,1934,12,Cannes - Marseille,Cannes,France,"7.017369,43.552847",7.017369,43.552847,Belfort,France,"6.863849,47.639674",6.863849,47.639674,215,,Ettore Meini Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1934-13,1934,13,Marseille - Montpellier,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Évian-les-Bains,France,"6.590949,46.401488",6.590949,46.401488,183,,Georges Speicher Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-14,1934,14,Montpellier - Perpignan,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,81,,René Le Grevès Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-15,1934,15,Perpignan - Ax-les-Thermes,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,90,CLM indiv,Antonin Magne Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-16,1934,16,Ax-les-Thermes - Luchon,Ax-les-Thermes,France,"1.837545,42.720254",1.837545,42.720254,Gap,France,"6.079758,44.559638",6.079758,44.559638,275,,Raymond Louviot Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-17,1934,17,Luchon - Tarbes,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,221,,Sylvère Maes Drapeau belge Belgique,,Antonin Magne Drapeau de France France,
E-1934-18,1934,18,Tarbes - Pau,Tarbes,France,"0.078082,43.232951",0.078082,43.232951,Nice,France,"7.265592,43.696036",7.265592,43.696036,192,,René Le Grevès Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-19,1934,19,Pau - Bordeaux,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Cannes,France,"7.017369,43.552847",7.017369,43.552847,161,,Roger Lapébie Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-2,1934,2,Lille - Charleville-Mézières,Lille,France,"3.057256,50.62925",3.057256,50.62925,Marseille,France,"5.36978,43.296482",5.36978,43.296482,220,,Roger Lapébie Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-20,1934,20,Bordeaux - La Rochelle,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,293,,René Le Grevès Drapeau de France France || Georges Speicher Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-21a,1934,21a,La Rochelle - La Roche-sur-Yon,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,207,,Georges Speicher Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-21b,1934,21b,La Roche-sur-Yon - Nantes,La Roche-sur-Yon,France,"-1.426442,46.670511",-1.426442,46.670511,Ax-les-Thermes,France,"1.837545,42.720254",1.837545,42.720254,229,,René Vietto Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-22,1934,22,Nantes - Caen,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Luchon,France,"0.592943,42.788963",0.592943,42.788963,102,,Giuseppe Martano Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1934-23,1934,23,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Tarbes,France,"0.078082,43.232951",0.078082,43.232951,227,,René Vietto Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-3,1934,3,Charleville-Mézières - Metz,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,156,,René Le Grevès Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-4,1934,4,Metz - Belfort,Metz,France,"6.176905,49.119666",6.176905,49.119666,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,126,,René Vietto Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-5,1934,5,Belfort - Évian-les-Bains,Belfort,France,"6.863849,47.639674",6.863849,47.639674,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,172,,Georges Speicher Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-6,1934,6,Évian-les-Bains - Aix-les-Bains,Évian-les-Bains,France,"6.590949,46.401488",6.590949,46.401488,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,165,,Adriano Vignoli Drapeau : ItalieItalie,,Antonin Magne Drapeau de France France,
E-1934-7,1934,7,Aix-les-Bains - Grenoble,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,Paris,France,"2.352222,48.856614",2.352222,48.856614,91,,Antonin Magne Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-8,1934,8,Grenoble - Gap,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,La Roche-sur-Yon,France,"-1.426442,46.670511",-1.426442,46.670511,177,,Roger Lapébie Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1934-9,1934,9,Gap - Digne-les-Bains,Gap,France,"6.079758,44.559638",6.079758,44.559638,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,158,,Roger Lapébie Drapeau de France France,,Antonin Magne Drapeau de France France,
E-1935-1,1935,1,Paris - Lille,Paris,France,"2.352222,48.856614",2.352222,48.856614,Lille,France,"3.057256,50.62925",3.057256,50.62925,262,,Romain Maes Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-10,1935,10,Digne-les-Bains - Nice,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,103,,René Le Grevès Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-11,1935,11,Nice - Cannes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Metz,France,"6.176905,49.119666",6.176905,49.119666,224,,Julien Moineau Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-12,1935,12,Cannes - Marseille,Cannes,France,"7.017369,43.552847",7.017369,43.552847,Belfort,France,"6.863849,47.639674",6.863849,47.639674,158,,René Le Grevès Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-13a,1935,13a,Marseille - Nîmes,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,95,CLM indiv,Jean Aerts Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-13b,1935,13b,Nîmes - Montpellier,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,220,,René Le Grevès Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-14a,1935,14a,Montpellier - Narbonne,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,Gap,France,"6.079758,44.559638",6.079758,44.559638,55,CLM indiv,Ambrogio Morelli Drapeau : ItalieItalie,,Romain Maes Drapeau belge Belgique,
E-1935-14b,1935,14b,Narbonne - Perpignan,Narbonne,France,"3.003078,43.184277",3.003078,43.184277,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,221,,Romain Maes Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-15,1935,15,Perpignan - Luchon,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Nice,France,"7.265592,43.696036",7.265592,43.696036,192,,Charles Pélissier Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-16,1935,16,Luchon - Pau,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Cannes,France,"7.017369,43.552847",7.017369,43.552847,161,,Raffaele Di Paco Drapeau : ItalieItalie,,Romain Maes Drapeau belge Belgique,
E-1935-17,1935,17,Pau - Bordeaux,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Marseille,France,"5.36978,43.296482",5.36978,43.296482,220,,Jean Aerts Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-18a,1935,18a,Bordeaux - Rochefort,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Luchon,France,"0.592943,42.788963",0.592943,42.788963,102,,Jean Aerts Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-18b,1935,18b,Rochefort - La Rochelle,Rochefort,France,"-0.961697,45.936698",-0.961697,45.936698,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,229,,René Vietto Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-19a,1935,19a,La Rochelle - La Roche-sur-Yon,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,156,,Jean Aerts Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-19b,1935,19b,La Roche-sur-Yon - Nantes,La Roche-sur-Yon,France,"-1.426442,46.670511",-1.426442,46.670511,Paris,France,"2.352222,48.856614",2.352222,48.856614,194,,Ambrogio Morelli Drapeau : ItalieItalie,,Romain Maes Drapeau belge Belgique,
E-1935-2,1935,2,Lille - Charleville-Mézières,Lille,France,"3.057256,50.62925",3.057256,50.62925,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,262,,Maurice Archambaud Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-20a,1935,20a,Nantes - Vire,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,58,CLM indiv,Raffaele Di Paco Drapeau : ItalieItalie,,Romain Maes Drapeau belge Belgique,
E-1935-20b,1935,20b,Vire - Caen,Vire,France,"-0.888482,48.837781",-0.888482,48.837781,Narbonne,France,"3.003078,43.184277",3.003078,43.184277,207,,René Vietto Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-21,1935,21,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,229,,Francesco Camusso Drapeau : ItalieItalie,,Romain Maes Drapeau belge Belgique,
E-1935-3,1935,3,Charleville-Mézières - Metz,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,Rochefort,France,"-0.961697,45.936698",-0.961697,45.936698,126,,Romain Maes Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-4,1935,4,Metz - Belfort,Metz,France,"6.176905,49.119666",6.176905,49.119666,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,195,,Charles Pélissier Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-5a,1935,5a,Belfort - Genève,Belfort,France,"6.863849,47.639674",6.863849,47.639674,La Roche-sur-Yon,France,"-1.426442,46.670511",-1.426442,46.670511,112,,Vasco Bergamaschi Drapeau : ItalieItalie,,Romain Maes Drapeau belge Belgique,
E-1935-5b,1935,5b,Genève - Évian,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,Nantes,France,"-1.553621,47.218371",-1.553621,47.218371,56,CLM indiv,Georges Speicher Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-6,1935,6,Évian - Aix-les-Bains,Évian,France,"6.590949,46.401488",6.590949,46.401488,Vire,France,"-0.888482,48.837781",-0.888482,48.837781,63,CLM indiv,Maurice Archambaud Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-7,1935,7,Aix-les-Bains - Grenoble,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,325,,Sylvère Maes Drapeau belge Belgique,,Romain Maes Drapeau belge Belgique,
E-1935-8,1935,8,Grenoble - Gap,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,33,CLM indiv,André Leducq Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1935-9,1935,9,Gap - Digne-les-Bains,Gap,France,"6.079758,44.559638",6.079758,44.559638,Évian,France,"6.590949,46.401488",6.590949,46.401488,81,,René Le Grevès Drapeau de France France,,Romain Maes Drapeau belge Belgique,
E-1936-1,1936,1,Paris - Lille,Paris,France,"2.352222,48.856614",2.352222,48.856614,Lille,France,"3.057256,50.62925",3.057256,50.62925,258,,Paul Egli Drapeau de Suisse Suisse,,Paul Egli Drapeau de Suisse Suisse,
E-1936-10,1936,10,Digne-les-Bains - Nice,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,325,,Sauveur Ducazeaux Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-11,1936,11,Nice - Cannes,Nice,France,"7.265592,43.696036",7.265592,43.696036,Metz,France,"6.176905,49.119666",6.176905,49.119666,75,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-12,1936,12,Cannes - Marseille,Cannes,France,"7.017369,43.552847",7.017369,43.552847,Belfort,France,"6.863849,47.639674",6.863849,47.639674,81,,Marcel Kint Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-13a,1936,13a,Marseille - Nîmes,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Évian,France,"6.590949,46.401488",6.590949,46.401488,65,CLM indiv,Félicien Vervaecke Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-13b,1936,13b,Nîmes - Montpellier,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,67,,Paul Maye Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-14a,1936,14a,Montpellier - Narbonne,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,204,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-14b,1936,14b,Narbonne - Perpignan,Narbonne,France,"3.003078,43.184277",3.003078,43.184277,Briançon,France,"6.643179,44.899416",6.643179,44.899416,55,CLM indiv,Antonin Magne Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-15,1936,15,Perpignan - Luchon,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,234,,Arsène Mersch Drapeau du Luxembourg Luxembourg,,Sylvère Maes Drapeau belge Belgique,
E-1936-16,1936,16,Luchon - Pau,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Nice,France,"7.265592,43.696036",7.265592,43.696036,192,,Robert Wierinckx Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1936-17,1936,17,Pau - Bordeaux,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,Cannes,France,"7.017369,43.552847",7.017369,43.552847,161,,Mathias Clemens Drapeau du Luxembourg Luxembourg,,Arsène Mersch Drapeau du Luxembourg Luxembourg,
E-1936-18a,1936,18a,Bordeaux - Saintes,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,Marseille,France,"5.36978,43.296482",5.36978,43.296482,220,,Maurice Archambaud Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1936-18b,1936,18b,Saintes - La Rochelle,Saintes,France,"-0.633389,45.744175",-0.633389,45.744175,Luchon,France,"0.592943,42.788963",0.592943,42.788963,220,,Léon Level Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-19a,1936,19a,La Rochelle - La Roche-sur-Yon,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Pau,France,"-0.370797,43.2951",-0.370797,43.2951,156,,Paul Maye Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-19b,1936,19b,La Roche-sur-Yon - Cholet,La Roche-sur-Yon,France,"-1.426442,46.670511",-1.426442,46.670511,Bordeaux,France,"-0.57918,44.837789",-0.57918,44.837789,126,,Federico Ezquerra Drapeau : Seconde République espagnoleEspagne,,Sylvère Maes Drapeau belge Belgique,
E-1936-19c,1936,19c,Cholet - Angers,Cholet,France,"-0.879787,47.059407",-0.879787,47.059407,Paris,France,"2.352222,48.856614",2.352222,48.856614,117,,Éloi Meulenberg Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-2,1936,2,Lille - Charleville-Mézières,Lille,France,"3.057256,50.62925",3.057256,50.62925,Nîmes,France,"4.360054,43.836699",4.360054,43.836699,298,,René Le Grevès Drapeau de France France,,Maurice Archambaud Drapeau de France France,
E-1936-20a,1936,20a,Angers - Vire,Angers,France,"-0.563166,47.478419",-0.563166,47.478419,Montpellier,France,"3.876716,43.610769",3.876716,43.610769,212,,Éloi Meulenberg Drapeau belge Belgique,,Maurice Archambaud Drapeau de France France,
E-1936-20b,1936,20b,Vire - Caen,Vire,France,"-0.888482,48.837781",-0.888482,48.837781,Narbonne,France,"3.003078,43.184277",3.003078,43.184277,230,,Theofiel Middelkamp Drapeau : Pays-Bas Pays-Bas,,Maurice Archambaud Drapeau de France France,
E-1936-21,1936,21,Caen - Paris,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,194,,Jean-Marie Goasmat Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-3,1936,3,Charleville-Mézières - Metz,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,Saintes,France,"-0.633389,45.744175",-0.633389,45.744175,195,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-4,1936,4,Metz - Belfort,Metz,France,"6.176905,49.119666",6.176905,49.119666,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,112,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-5,1936,5,Belfort - Évian,Belfort,France,"6.863849,47.639674",6.863849,47.639674,La Roche-sur-Yon,France,"-1.426442,46.670511",-1.426442,46.670511,52,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-6,1936,6,Évian - Aix-les-Bains,Évian,France,"6.590949,46.401488",6.590949,46.401488,Cholet,France,"-0.879787,47.059407",-0.879787,47.059407,103,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1936-7,1936,7,Aix-les-Bains - Grenoble,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,Angers,France,"-0.563166,47.478419",-0.563166,47.478419,63,CLM indiv,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-8,1936,8,Grenoble - Briançon,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Vire,France,"-0.888482,48.837781",-0.888482,48.837781,194,,Sylvère Maes Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1936-9,1936,9,Briançon - Digne-les-Bains,Briançon,France,"6.643179,44.899416",6.643179,44.899416,Caen,France,"-0.370679,49.182863",-0.370679,49.182863,229,,René Le Grevès Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1937-1,1937,1,Paris - Lille,Paris,France,"2.352222,48.856614",2.352222,48.856614,Lille,France,"3.057256,50.62925",3.057256,50.62925,263,,Jean Majerus Drapeau du Luxembourg Luxembourg,,Jean Majerus Drapeau du Luxembourg Luxembourg,
E-1937-10,1937,10,Digne-les-Bains - Nice,Digne-les-Bains,France,"6.235976,44.092193",6.235976,44.092193,Charleville-Mézières,France,"4.726096,49.762085",4.726096,49.762085,167,,Éloi Meulenberg Drapeau belge Belgique,,Sylvère Maes Drapeau belge Belgique,
E-1937-11a,1937,11a,Nice - Toulon,Nice,France,"7.265592,43.696036",7.265592,43.696036,Metz,France,"6.176905,49.119666",6.176905,49.119666,235,,Paul Chocque Drapeau de France France,,Sylvère Maes Drapeau belge Belgique,
E-1937-11b,1937,11b,Toulon - Marseille,Toulon,France,"5.928,43.124228",5.928,43.124228,Belfort,France,"6.863849,47.639674",6.863849,47.639674,123,,Erich Bautz Drapeau : Allemagne Reich allemand,,Roger Lapébie Drapeau de France France,
E-1937-12a,1937,12a,Marseille - Nîmes,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Aix-les-Bains,France,"5.908998,45.692341",5.908998,45.692341,172,,Paul Chocque Drapeau de France France,,Roger Lapébie Drapeau de France France,
